OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10050911,Saunders Creek - County Road W,River/Stream,,7090002,,,,,42.923361,-89.103793,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133015,Koshkonong Creek at Bailey Rd,River/Stream,,7090002,,,,,43.149324,-89.236867,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133020,Koshkonong Creek at STH 73 mile N of Deerfield,River/Stream,,7090002,,,,,43.074238,-89.07367,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133024,Koshkonong Creek at Hoopen Road (CTH C),River/Stream,,7090002,,,,,42.951107,-89.02674,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133038,"Yahara River at Windsor, WI",River/Stream,YAHARA R AT ROAD TO GOLF COURSE,7090002,,,,,43.208729,-89.352558,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133039,Yahara River at Sth 19,River/Stream,,7090002,,,,,43.194603,-89.36181,,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133040,Yahara River at Sth 113 At Madison WI,River/Stream,,7090002,,,,,43.150833,-89.40194,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133044,Yahara River at Ush 51,River/Stream,YAHARA R STH 51 BRG NEAR MACFARLAND,7090002,,,,,43.00867,-89.30487,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133047,Yahara River at Cth N,River/Stream,,7090002,,,,,42.878662,-89.20998,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133051,Token Creek at Sth 51,River/Stream,,7090002,,,,,43.1819,-89.324169,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133053,Token Creek at Daentl Rd Bridge,River/Stream,TOKEN CR NR TN RD NEAR I90 &94,7090002,,,,,43.180953,-89.329226,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133059,Sixmile Creek at STH 113 and Division St,River/Stream,,7090002,,,,,43.19185,-89.44741,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133061,Sixmile Creek at Division St.,River/Stream,,7090002,,,,,43.184513,-89.44656,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133063,Sixmile Creek at Mill Rd Bridge,River/Stream,,7090002,,,,,43.174683,-89.432915,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133065,Dorn Creek at Cth Q Bridge,River/Stream,SPRING/DORN CREEK,7090002,,,,,43.145073,-89.4719,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133067,Dorn Creek at Cth M Bridge,River/Stream,"RIVER_SYS_NAME Dorn Creek 
ROW_NAME SPRING CREEK 
RIVER_SYS_WBIC 805600",7090002,,,,,43.140285,-89.44221,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133070,Starkweather Creek at Sth 30,River/Stream,,7090002,,,,,43.106487,-89.323663,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133071,Starkweather Creek - W Br at Milwaukee St Bridge,River/Stream,,7090002,,,,,43.099827,-89.33843,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133072,Starkweather Cr - E. Br. at Atwood Ave at RR Tressle,River/Stream,STARKWEATHER CRK AT ATWOOD AVE. BRIDGE.,7090002,,,,,43.109916,-89.317372,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133076,Starkweather Creek East Branch at Milwaukee St,River/Stream,N BRANCH STARKWEATHER CRK AT MILW ST. BRIDGE.,7090002,,,,,43.099413,-89.331515,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133078,Starkweather Creek North Branch-North Branch at Anderson Blvd,River/Stream,N BRANCH STARKWEATHER CRK AT FAIROAKS AVE BRIDGE.,7090002,,,,,43.120628,-89.340277,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133086,Nine Springs Creek at Moorland Rd,River/Stream,,7090002,,,,,43.030871,-89.347283,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133088,Nine Springs Creek at Railroad Brg,River/Stream,"NINE SPRINGS CRK AT CHI,MILW,ST. PAUL RAILROAD BRG.",7090002,,,,,43.037417,-89.335774,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133124,Yahara River - Upper Mud Lake - 10M US of RR Tressel,River/Stream,,7090002,,,,,43.03509,-89.32178,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133312,Sixmile Creek at CTH M,River/Stream,"STATION FOR DAVE MARSHALL	OF SOUTHERN DISTRICT   (608)266-6846 NO RIFFLE",7090002,,,,,43.146824,-89.43684,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133313,Pheasant Branch - Cth M East Brdg,River/Stream,"STATION FOR DAVE MARSHALL	OF SOUTHERN DISTRICT   (608)266-6846 100 YDS ABOVE BRIDGE NO RIFFLE SAMPLE SNAGS AND BANK VEGETATION",7090002,,,,,43.10688,-89.48321,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133314,PHEASANT BRANCH - CTH M WEST BRDG,River/Stream,"STATION FOR DAVE MARSHALL	OF SOUTHERN DISTRICT   (608)266-6846 23 PACES DOWNSTREAM OF BRIDGE GOOD RIFFLE",7090002,,,,,43.104961,-89.493074,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133315,Pheasant Branch at Ush 12 In Middleton WI,River/Stream,"STATION FOR DAVE MARSHALL	OF SOUTHERN DISTRICT   (608)266-6846 SAMPLE COLLECTED IMMEDIATELY UPSTREAM AND DOWNSTREAM OF BRIDGE BLUEGREEN ALGAE IS ABUNDANT ON CONCRETE CULVERT NO RIFFLE",7090002,,,,,43.10337,-89.51151,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133316,Pheasant Branch at Airport Road near Middleton WI,River/Stream,"STATION FOR DAVE MARSHALL	OF SOUTHERN DISTRICT   (608)266-6846 RIFFLE 20 FEET BELOW CULVERT FILAMENTOUS ALGAE IS ABUNDANT",7090002,,,,,43.111508,-89.53611,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133328,Nine Springs Trib To - (Nevin Hatchery),River/Stream,"STATION FOR GEORGE OSIPOFF	 OF SOUTHERN DISTRICT	(608)267-9424 3911 FISH HATCHERY RD. MADISON, WISCONSIN 53711",7090002,,,,,43.016193,-89.41248,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133343,PHEASANT BRANCH - 100 YDS UPSTM HY 12,River/Stream,"STATION FOR JOE BALL		OF MADISON	       (608)266-7390 NPS EVALUATION STUDY.",7090002,,,,,43.103363,-89.512505,,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133344,PHEASANT BRANCH - 200 YDS DWNST HWY M,River/Stream,"STATION FOR JOE BALL		OF MADISON	       (608)266-7390 NPS EVALUATION STUDY.",7090002,,,,,43.104993,-89.493061,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133345,PHEASANT BRANCH - 50 YDS BELW HIGH RD,River/Stream,"STATION FOR JOE BALL		OF MADISON	       (608)266-7390 NPS EVALUATION STUDY.",7090002,,,,,43.103072,-89.502399,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133346,NINE SPRINGS CREEK - STORM SEWER TRIBUTARY,River/Stream,"STATION FOR ROGER BANNERMAN	OF MADISON	       (608)266-9278 SAMPLED BY USGS",7090002,,,,,43.03403,-89.39297,,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133394,Yahara River at Westport Rd Near Madison WI,River/Stream,"STATION FOR DAVE GRACZYK		OF MADISON USGS	       (608)276-3840",7090002,,,,,43.150715,-89.40221,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133395,Dorn Creek at North Shore Bay Rd near Westport,River/Stream,"STATION FOR DAVE GRACZYK		OF MADISON USGS	       (608)276-3840

Can't locate these points",7090002,,,,,43.141018,-89.43777,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133396,Pheasant Branch at Cth Q/M,River/Stream,"STATION FOR DAVE GRACZYK		OF MADISON USGS	       (608)276-3840",7090002,,,,,43.107656,-89.48364,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133397,Sixmile Creek at Woodland Dr,River/Stream,"STATION FOR DAVE GRACZYK		OF MADISON USGS	       (608)276-3840",7090002,,,,,43.14149,-89.431526,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133399,Yahara River at Windsor Channel,River/Stream,"STATION FOR ANGELA M. PAKES USGS OF MADISON	       (608)276-3840",7090002,,,,,43.208775,-89.35264,,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133410,Starkweather Creek - W Branch betw. RR & Milwaukee St,River/Stream,"""PERSON ESTABLISHED UNKNOWN.  SORGE IS DATA COLLECTOR.""",7090002,,,,,43.099457,-89.338264,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133437,KOSHKONONG CREEK - CAMBRIDGE,River/Stream,,7090002,,,,,43.003153,-89.019255,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133470,TOKEN CREEK - CTH C,River/Stream,Lat/long estimated,7090002,,,,,43.200831,-89.263572,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133471,Unnamed - N Yahara Rd,River/Stream,Lat/long estimated,7090002,,,,,43.279433,-89.344563,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133474,Lake Mendota - Elm St Uw Campus,River/Stream,Lat/long estimated,7090002,,,,,43.07858,-89.415784,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133480,Starkweather Creek - Bridge At Olbrich Dredging Project,River/Stream,Lat/long estimated,7090002,,,,,43.093047,-89.332496,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133492,Token Creek - Near Madison WI,River/Stream,"Point location estimated.  Original lat/lon was 42.181103, -89.32445.  Assumed this was one degree off (should be 43 instead of 42).",7090002,,,,,43.181812,-89.32463,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133503,Little Door Creek - Near Cottage Grove WI,River/Stream,,7090002,,,,,43.028887,-89.172796,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133504,Door Creek at Vilas Hope Rd Near Cottage Grove WI,River/Stream,,7090002,,,,,43.08393,-89.23914,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133519,South Fork Pheasant Branch at Ush 14 Near Middleton WI,River/Stream,,7090002,,,,,43.09661,-89.52766,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133520,South Fork Pheasant Branch - Detention Outlet At Middleton WI,River/Stream,,7090002,,,,,43.0958,-89.52859,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133533,Spring (Dorn) Creek - Meffert Road,River/Stream,"3-19-2015 Yahara WINS considers site ""retired"" per Nancy Sheehan",7090002,,,,,43.164701,-89.47475,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133534,SPRING (DORN) CREEK - CTH K,River/Stream,,7090002,,,,,43.148439,-89.47296,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-133558,Koshkonong Creek at Rockdale WI,River/Stream,,7090002,,,,,42.97219,-89.03233,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-209,Yahara River - Below Lake Monona,River/Stream,"DATA FROM WISCONSIN DEPARTMENT OF NATURAL RESOURCES FISH SAMPLING PROGRAMS FOR MERCURY, PCBS, AND PESTICIDES SAMPLE TAKEN FROM YAHARA RIVER BELOW LAKE MONONA",7090002,,,,,43.0431,-89.329047,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-213173,Hay Meadow Creek - Near Three Lakes WI,River/Stream,"Three Lakes 
Latitude 45?52'06"",   Longitude 89?02'45""   NAD27",7090002,,,,,42.868332,-89.045845,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
