"","sampledate","TotP_lbday_sum"
"1932",2014-11-27,24.49
"1933",2014-11-28,21.58
"1934",2014-11-29,21.73
"1935",2014-11-30,22.2
"1936",2014-12-01,17.09
"1937",2014-12-02,17.44
"1938",2014-12-03,19.59
"1939",2014-12-04,17.43
"1940",2014-12-05,17.43
"1941",2014-12-06,17.49
"1942",2014-12-07,15
"1943",2014-12-08,18.41
"1944",2014-12-09,17.85
"1945",2014-12-10,16.14
"1946",2014-12-12,15.07
"1947",2014-12-13,16.48
"1948",2014-12-14,17.57
"1949",2014-12-15,23.99
"1950",2014-12-16,50.83
"1951",2014-12-17,34.4
"1952",2014-12-18,25.02
"1953",2014-12-19,19.74
"1954",2014-12-20,16.25
"1955",2014-12-21,14.15
"1956",2014-12-22,17.16
"1957",2014-12-23,38.08
"1958",2014-12-24,49.78
"1959",2014-12-25,30.13
"1960",2014-12-26,27.29
"1961",2014-12-27,21.07
"1962",2014-12-28,22.78
"1963",2014-12-29,17.09
"1964",2014-12-30,13.89
"1965",2014-12-31,14.29
"1966",2015-01-01,15.03
"1967",2015-01-02,15.02
"1968",2015-01-03,15.23
"1969",2015-01-04,14.35
"1970",2015-01-05,12.55
"1971",2015-01-06,13.31
"1972",2015-01-07,12.84
"1973",2015-01-08,12.24
"1974",2015-01-09,12.06
"1975",2015-01-10,12.12
"1976",2015-01-11,12.48
"1977",2015-01-12,12.59
"1978",2015-01-13,11.76
"1979",2015-01-14,11.51
"1980",2015-01-16,12.44
"1981",2015-01-17,13.22
"1982",2015-01-18,14.24
"1983",2015-01-19,14.37
"1984",2015-01-20,13.76
"1985",2015-01-21,13.61
"1986",2015-01-22,13.25
"1987",2015-01-23,13.91
"1988",2015-01-24,15.02
"1989",2015-01-25,14.04
"1990",2015-01-26,11.26
"1991",2015-01-27,13.6
"1992",2015-01-28,13.19
"1993",2015-01-29,12.55
"1994",2015-01-30,11.68
"1995",2015-01-31,12.3
"1996",2015-02-01,9.42
"1997",2015-02-02,10.98
"1998",2015-02-03,13.88
"1999",2015-02-04,13.54
"2000",2015-02-05,12.79
"2001",2015-02-06,12.64
"2002",2015-02-07,13.28
"2003",2015-02-08,13.72
"2004",2015-02-09,13.41
"2005",2015-02-10,12.25
"2006",2015-02-12,12.55
"2007",2015-02-13,12.58
"2008",2015-02-14,13.26
"2009",2015-02-15,11.81
"2010",2015-02-16,13.37
"2011",2015-02-17,14.14
"2012",2015-02-18,13.72
"2013",2015-02-19,12.54
"2014",2015-02-20,13.51
"2015",2015-02-21,14.44
"2016",2015-02-22,15.06
"2017",2015-02-23,14.12
"2018",2015-02-24,14.62
"2019",2015-02-25,15.48
"2020",2015-02-26,15.89
"2021",2015-02-27,15.26
"2022",2015-02-28,15.2
"2023",2015-03-01,15.72
"2024",2015-03-02,17.22
"2025",2015-03-03,17.74
"2026",2015-03-04,18.19
"2027",2015-03-05,18.23
"2028",2015-03-06,21.79
"2029",2015-03-07,34.58
"2030",2015-03-08,117.8
"2031",2015-03-13,111.7
"2032",2015-03-14,91.7
"2033",2015-03-15,67.31
"2034",2015-03-16,62.3
"2035",2015-03-17,51.94
"2036",2015-03-19,34.33
"2037",2015-03-20,32.56
"2038",2015-03-21,35.27
"2039",2015-03-22,26.84
"2040",2015-03-23,29.74
"2041",2015-03-24,30.56
"2042",2015-03-25,27.93
"2043",2015-03-26,43.49
"2044",2015-03-27,30.39
"2045",2015-03-28,24.85
"2046",2015-03-29,23.37
"2047",2015-03-30,33.71
"2048",2015-03-31,26.44
"2049",2015-04-01,17.27
"2050",2015-04-02,38.99
"2051",2015-04-03,32.13
"2052",2015-04-04,24.16
"2053",2015-04-06,34.08
"2054",2015-04-07,37.14
"2055",2015-04-13,285
"2056",2015-04-14,163.96
"2057",2015-04-15,124.02
"2058",2015-04-16,93.61
"2059",2015-04-17,94.12
"2060",2015-04-18,86.54
"2061",2015-04-19,64.41
"2062",2015-04-20,102.14
"2063",2015-04-21,107.57
"2064",2015-04-22,82.21
"2065",2015-04-24,50
"2066",2015-04-25,45.91
"2067",2015-04-26,46.19
"2068",2015-04-27,44.19
"2069",2015-04-28,45.68
"2070",2015-04-29,56.06
"2071",2015-04-30,46.28
"2072",2015-05-01,51.22
"2073",2015-05-02,47.31
"2074",2015-05-03,44.74
"2075",2015-05-04,65.67
"2076",2015-05-05,70.38
"2077",2015-05-06,74.33
"2078",2015-05-07,50.99
"2079",2015-05-08,76.47
"2080",2015-05-09,59.28
"2081",2015-05-10,54.83
"2082",2015-05-11,25.35
"2083",2015-05-12,85.79
"2084",2015-05-13,52.58
"2085",2015-05-14,53.05
"2086",2015-05-15,57.96
"2087",2015-05-16,52.71
"2088",2015-05-17,46.99
"2089",2015-05-18,80.31
"2090",2015-05-20,53.1
"2091",2015-05-21,62.32
"2092",2015-05-22,53.38
"2093",2015-05-23,56.22
"2094",2015-05-24,73.1
"2095",2015-05-25,87.14
"2096",2015-05-26,190.4
"2097",2015-05-28,182.8
"2098",2015-05-29,335.6
"2099",2015-05-30,346
"2100",2015-05-31,225.2
"2101",2015-06-01,146.5
"2102",2015-06-02,119.13
"2103",2015-06-03,106.41
"2104",2015-06-04,99.39
"2105",2015-06-05,76.61
"2106",2015-06-06,50.87
"2107",2015-06-07,61.85
"2108",2015-06-08,52.99
"2109",2015-06-09,54.35
"2110",2015-06-11,71
"2111",2015-06-13,156.9
"2112",2015-06-14,126.2
"2113",2015-06-15,113.3
"2114",2015-06-16,92.05
"2115",2015-06-17,77.43
"2116",2015-06-18,79.13
"2117",2015-06-19,60.78
"2118",2015-06-20,68.78
"2119",2015-06-21,66.09
"2120",2015-06-22,53.46
"2121",2015-06-23,78.97
"2122",2015-06-24,56.64
"2123",2015-06-25,62.37
"2124",2015-06-26,63.34
"2125",2015-06-27,58.07
"2126",2015-06-28,61.33
"2127",2015-06-29,62.88
"2128",2015-06-30,63.78
"2129",2015-07-01,55.27
"2130",2015-07-02,56.74
"2131",2015-07-03,54.54
"2132",2015-07-04,52.91
"2133",2015-07-05,43.55
"2134",2015-07-06,68.23
"2135",2015-07-07,104.3
"2136",2015-07-08,66.85
"2137",2015-07-09,58.79
"2138",2015-07-11,55.77
"2139",2015-07-12,56.36
"2140",2015-07-13,102.8
"2141",2015-07-14,127.42
"2142",2015-07-15,75.83
"2143",2015-07-16,79.21
"2144",2015-07-17,114.1
"2145",2015-07-18,239.3
"2146",2015-07-19,205.39
"2147",2015-07-20,112.5
"2148",2015-07-21,96.13
"2149",2015-07-22,87.56
"2150",2015-07-23,79.23
"2151",2015-07-24,70.92
"2152",2015-07-25,81.57
"2153",2015-07-26,79.83
"2154",2015-07-27,70.42
"2155",2015-07-28,78.55
"2156",2015-07-29,55.14
"2157",2015-07-30,86.29
"2158",2015-07-31,81.22
"2159",2015-08-01,72.15
"2160",2015-08-02,50.22
"2161",2015-08-03,86.4
"2162",2015-08-04,76.18
"2163",2015-08-05,74.63
"2164",2015-08-06,65.52
"2165",2015-08-07,72.57
"2166",2015-08-08,90.78
"2167",2015-08-09,81.28
"2168",2015-08-10,81.1
"2169",2015-08-11,76.97
"2170",2015-08-13,58.49
"2171",2015-08-14,79.73
"2172",2015-08-16,56.47
"2173",2015-08-17,94.78
"2174",2015-08-18,149.9
"2175",2015-08-19,285.5
"2176",2015-08-21,75.28
"2177",2015-08-22,65.47
"2178",2015-08-23,79.72
"2179",2015-08-24,72.45
"2180",2015-08-25,66.87
"2181",2015-08-26,50.92
"2182",2015-08-28,74.36
"2183",2015-08-29,294
"2184",2015-08-30,157
"2185",2015-08-31,104.93
"2186",2015-09-01,79.07
"2187",2015-09-02,69.67
"2188",2015-09-03,67.08
"2189",2015-09-04,59.88
"2190",2015-09-05,47.89
"2191",2015-09-06,52.62
"2192",2015-09-07,58.59
"2193",2015-09-08,60.4
"2194",2015-09-09,61.49
"2195",2015-09-10,74.52
"2196",2015-09-11,65.39
"2197",2015-09-12,57.51
"2198",2015-09-13,44.56
"2199",2015-09-14,49.05
"2200",2015-09-15,44.63
"2201",2015-09-16,55.54
"2202",2015-09-19,267.8
"2203",2015-09-21,77.44
"2204",2015-09-22,74.43
"2205",2015-09-23,64.33
"2206",2015-09-25,65.99
"2207",2015-09-27,54.35
"2208",2015-09-28,61.94
"2209",2015-10-01,152.7
"2210",2015-10-02,123.6
"2211",2015-10-03,103.13
"2212",2015-10-04,91.72
"2213",2015-10-05,83.35
"2214",2015-10-06,76.52
"2215",2015-10-07,69.28
"2216",2015-10-08,63.21
"2217",2015-10-09,58.94
"2218",2015-10-10,40.84
"2219",2015-10-11,51.75
"2220",2015-10-12,49.48
"2221",2015-10-13,53.93
"2222",2015-10-15,45.47
"2223",2015-10-16,45.31
"2224",2015-10-17,41.84
"2225",2015-10-18,31.58
"2226",2015-10-19,42.23
"2227",2015-10-20,40.87
"2228",2015-10-21,35.19
"2229",2015-10-22,36.73
"2230",2015-10-23,32.81
"2231",2015-10-25,51.44
"2232",2015-10-26,45.13
"2233",2015-10-27,48.97
"2234",2015-10-28,211.4
"2235",2015-10-31,85.9
"2236",2015-11-01,85.47
"2237",2015-11-02,70.7
"2238",2015-11-03,60.65
"2239",2015-11-04,57.92
"2240",2015-11-07,85.35
"2241",2015-11-08,62.76
"2242",2015-11-09,63.65
"2243",2015-11-10,52.35
"2244",2015-11-11,52.12
"2245",2015-11-14,48
"2246",2015-11-15,44.92
"2247",2015-11-16,43.35
"2248",2015-11-17,78.9
"2249",2015-11-21,79.49
"2250",2015-11-22,64.21
"2251",2015-11-23,63.03
"2252",2015-11-24,56.62
"2253",2015-11-25,55.75
"2254",2015-11-26,113.9
"2255",2015-11-30,139
"2256",2015-12-01,218.1
"2257",2015-12-03,103.4
"2258",2015-12-04,99.33
"2259",2015-12-05,85.03
"2260",2015-12-06,76.84
"2261",2015-12-07,57.67
"2262",2015-12-08,64.16
"2263",2015-12-09,56.24
"2264",2015-12-10,40.62
"2265",2015-12-12,48.41
"2266",2015-12-13,61.98
"2267",2015-12-16,171.5
"2268",2015-12-18,120.8
"2269",2015-12-19,66.62
"2270",2015-12-20,54.66
"2271",2015-12-21,68.42
"2272",2015-12-22,61.11
"2273",2015-12-23,56.25
"2274",2015-12-24,120.8
"2275",2015-12-25,87.52
"2276",2015-12-26,76.72
"2277",2015-12-27,69.8
"2278",2015-12-28,60.75
"2279",2015-12-29,46.36
"2280",2015-12-30,59.09
"2281",2015-12-31,50.09
"2282",2016-01-01,45.57
"2283",2016-01-02,40.34
"2284",2016-01-03,35.57
"2285",2016-01-04,30.53
"2286",2016-01-05,25.62
"2287",2016-01-07,26.96
"2288",2016-01-08,36.62
"2289",2016-01-09,52.85
"2290",2016-01-10,38.08
"2291",2016-01-11,30.15
"2292",2016-01-12,28.04
"2293",2016-01-13,24.19
"2294",2016-01-14,24.85
"2295",2016-01-15,24.88
"2296",2016-01-16,22.44
"2297",2016-01-17,18.1
"2298",2016-01-18,17.95
"2299",2016-01-19,17.63
"2300",2016-01-20,18.26
"2301",2016-01-21,18.28
"2302",2016-01-22,18.89
"2303",2016-01-23,20.72
"2304",2016-01-24,22.58
"2305",2016-01-25,24.41
"2306",2016-01-26,25.75
"2307",2016-01-27,23.92
"2308",2016-01-28,24.47
"2309",2016-01-29,20.79
"2310",2016-01-30,20.47
"2311",2016-01-31,19.77
"2312",2016-02-01,18.85
"2313",2016-02-02,19.67
"2314",2016-02-03,19.25
"2315",2016-02-04,18.23
"2316",2016-02-05,17.62
"2317",2016-02-06,16.6
"2318",2016-02-07,16.94
"2319",2016-02-08,18.52
"2320",2016-02-09,14.65
"2321",2016-02-10,14.52
"2322",2016-02-11,14.96
"2323",2016-02-12,14.47
"2324",2016-02-13,12.55
"2325",2016-02-14,12.99
"2326",2016-02-15,13.66
"2327",2016-02-16,14.24
"2328",2016-02-18,19.97
"2329",2016-02-19,297.9
"2330",2016-02-25,210.3
"2331",2016-02-26,148.8
"2332",2016-02-27,127.8
"2333",2016-02-28,149.01
"2334",2016-02-29,172.8
"2335",2016-03-01,124.13
"2336",2016-03-02,95.44
"2337",2016-03-03,83.95
"2338",2016-03-04,64.68
"2339",2016-03-05,61.36
"2340",2016-03-06,47.85
"2341",2016-03-10,76.27
"2342",2016-03-11,64.71
"2343",2016-03-12,63.6
"2344",2016-03-13,62.65
"2345",2016-03-14,61.75
"2346",2016-03-15,75.84
"2347",2016-03-16,791
"2348",2016-03-19,116.81
"2349",2016-03-20,82.95
"2350",2016-03-21,68.02
"2351",2016-03-22,65.27
"2352",2016-03-23,65.99
"2353",2016-03-24,65.57
"2354",2016-03-25,75.36
"2355",2016-03-26,81.08
"2356",2016-03-27,74.71
"2357",2016-03-28,69.51
"2358",2016-03-29,55.32
"2359",2016-03-31,127
"2360",2016-04-02,92.9
"2361",2016-04-04,65.3
"2362",2016-04-05,44.83
"2363",2016-04-07,61.58
"2364",2016-04-08,52.8
"2365",2016-04-09,40.96
"2366",2016-04-10,47.52
"2367",2016-04-11,44.65
"2368",2016-04-12,40.98
"2369",2016-04-13,41.34
"2370",2016-04-14,40.16
"2371",2016-04-15,40.05
"2372",2016-04-16,38.79
"2373",2016-04-17,38.27
"2374",2016-04-18,40.9
"2375",2016-04-19,37.14
"2376",2016-04-20,37.94
"2377",2016-04-23,45.6
"2378",2016-04-24,53.78
"2379",2016-04-25,48.56
"2380",2016-04-26,63.09
"2381",2016-04-28,62.78
"2382",2016-04-29,59.53
"2383",2016-04-30,70.68
"2384",2016-05-01,80.29
"2385",2016-05-02,53.56
"2386",2016-05-03,44.59
"2387",2016-05-05,39.19
"2388",2016-05-06,38.65
"2389",2016-05-07,42.88
"2390",2016-05-08,37.82
"2391",2016-05-09,41.38
"2392",2016-05-10,81.4
"2393",2016-05-12,113.91
"2394",2016-05-13,96.97
"2395",2016-05-14,79.15
"2396",2016-05-15,63.83
"2397",2016-05-16,59.79
"2398",2016-05-17,59.14
"2399",2016-05-18,53.04
"2400",2016-05-19,52.03
"2401",2016-05-20,51.65
"2402",2016-05-21,49.2
"2403",2016-05-22,47.13
"2404",2016-05-23,47.4
"2405",2016-05-24,48.22
"2406",2016-05-25,43.26
"2407",2016-05-26,49.9
"2408",2016-05-27,53.9
"2409",2016-05-28,62.29
"2410",2016-05-29,82.59
"2411",2016-05-30,85.06
"2412",2016-05-31,59.84
"2413",2016-06-01,86.18
"2414",2016-06-02,73.6
"2415",2016-06-03,57.96
"2416",2016-06-04,61.57
"2417",2016-06-05,55.67
"2418",2016-06-06,63.95
"2419",2016-06-07,57.48
"2420",2016-06-08,54.68
"2421",2016-06-09,57.73
"2422",2016-06-10,57.27
"2423",2016-06-11,74.84
"2424",2016-06-12,65.34
"2425",2016-06-13,68.58
"2426",2016-06-17,84.2
"2427",2016-06-18,76.6
"2428",2016-06-19,62.31
"2429",2016-06-20,78.05
"2430",2016-06-21,69.61
"2431",2016-06-22,67.19
"2432",2016-06-23,67.01
"2433",2016-06-24,62.97
"2434",2016-06-25,49.15
"2435",2016-06-26,207.5
"2436",2016-06-29,77.44
"2437",2016-06-30,73.19
"2438",2016-07-01,80.2
"2439",2016-07-02,67.05
"2440",2016-07-03,64.59
"2441",2016-07-04,56.92
"2442",2016-07-05,56.67
"2443",2016-07-06,73.2
"2444",2016-07-07,67.82
"2445",2016-07-08,69.22
"2446",2016-07-09,66.43
"2447",2016-07-10,55.65
"2448",2016-07-11,49.05
"2449",2016-07-13,53.33
"2450",2016-07-14,60.58
"2451",2016-07-15,57.97
"2452",2016-07-16,47.65
"2453",2016-07-17,58.73
"2454",2016-07-18,69.93
"2455",2016-07-19,55.63
"2456",2016-07-20,53.58
"2457",2016-07-21,361.6
"2458",2016-07-26,149.7
"2459",2016-07-27,110
"2460",2016-07-29,165.7
"2461",2016-07-30,96.27
"2462",2016-07-31,76.7
"2463",2016-08-01,72.8
"2464",2016-08-02,68.07
"2465",2016-08-03,60.84
"2466",2016-08-04,54.7
"2467",2016-08-05,224.82
"2468",2016-08-06,165.46
"2469",2016-08-07,123.37
"2470",2016-08-08,92.49
"2471",2016-08-09,83.5
"2472",2016-08-10,74.83
"2473",2016-08-11,82.17
"2474",2016-08-12,80.41
"2475",2016-08-13,86.34
"2476",2016-08-14,76.89
"2477",2016-08-15,71.64
"2478",2016-08-16,61.73
"2479",2016-08-17,87.7
"2480",2016-08-18,67.16
"2481",2016-08-19,112.1
"2482",2016-08-20,156
"2483",2016-08-21,162.3
"2484",2016-08-22,109.71
"2485",2016-08-23,96.76
"2486",2016-08-24,102.3
"2487",2016-08-25,92.9
"2488",2016-08-26,84.09
"2489",2016-08-27,173.1
"2490",2016-08-28,162.6
"2491",2016-08-30,92.72
"2492",2016-08-31,80.78
"2493",2016-09-01,74
"2494",2016-09-02,69.13
"2495",2016-09-03,63.63
"2496",2016-09-04,60.44
"2497",2016-09-05,61
"2498",2016-09-11,152.6
"2499",2016-09-13,141.1
"2500",2016-09-14,121.3
"2501",2016-09-15,104.06
"2502",2016-09-16,109.11
"2503",2016-09-17,99.9
"2504",2016-09-18,86.8
"2505",2016-09-20,341.6
"2506",2016-09-21,336.1
"2507",2016-09-27,218.08
"2508",2016-09-28,186.54
"2509",2016-09-29,157.38
"2510",2016-09-30,131.12
"2511",2016-10-01,120.52
"2512",2016-10-02,98.53
"2513",2016-10-03,86.28
"2514",2016-10-04,80.63
"2515",2016-10-05,72.57
"2516",2016-10-06,65.18
"2517",2016-10-07,91
"2518",2016-10-08,80.88
"2519",2016-10-09,65.41
"2520",2016-10-10,62.57
"2521",2016-10-12,80.45
"2522",2016-10-13,70.3
"2523",2016-10-14,55.08
"2524",2016-10-15,73.94
"2525",2016-10-16,192.6
"2526",2016-10-17,107.7
"2527",2016-10-18,87.2
"2528",2016-10-19,71.06
"2529",2016-10-20,67.14
"2530",2016-10-21,60.28
"2531",2016-10-22,61.5
"2532",2016-10-23,58.48
"2533",2016-10-24,54.67
"2534",2016-10-25,53.99
"2535",2016-10-31,204.9
"2536",2016-11-01,170.2
"2537",2016-11-02,116.5
"2538",2016-11-03,84
"2539",2016-11-04,70.79
"2540",2016-11-05,65.99
"2541",2016-11-06,59.21
"2542",2016-11-07,53.63
"2543",2016-11-08,52.94
"2544",2016-11-09,47.27
"2545",2016-11-10,46.63
"2546",2016-11-11,45.17
"2547",2016-11-12,36.37
"2548",2016-11-13,38.83
"2549",2016-11-15,36.47
"2550",2016-11-16,35.17
"2551",2016-11-17,35.79
"2552",2016-11-18,23.03
"2553",2016-11-19,56.22
"2554",2016-11-20,35.9
"2555",2016-11-21,35.72
"2556",2016-11-22,34.91
"2557",2016-11-23,35.45
"2558",2016-11-24,38.52
"2559",2016-11-25,35.72
"2560",2016-11-26,34.83
"2561",2016-11-27,37.41
"2562",2016-11-28,161.6
"2563",2016-11-29,242.6
"2564",2016-11-30,167
"2565",2016-12-01,102.5
"2566",2016-12-02,77.39
"2567",2016-12-03,64.59
"2568",2016-12-04,54.3
"2569",2016-12-05,52.29
"2570",2016-12-06,45.34
"2571",2016-12-07,43.73
"2572",2016-12-08,34.29
"2573",2016-12-09,29.7
"2574",2016-12-10,27.79
"2575",2016-12-11,26.91
"2576",2016-12-12,27.11
"2577",2016-12-13,24.99
"2578",2016-12-14,23.2
"2579",2016-12-15,20.85
"2580",2016-12-16,22.57
"2581",2016-12-17,23.17
"2582",2016-12-18,22.27
"2583",2016-12-19,20.61
"2584",2016-12-21,21.89
"2585",2016-12-22,21.5
"2586",2016-12-23,21.25
"2587",2016-12-24,21.19
"2588",2016-12-25,43.24
"2589",2016-12-26,101.1
"2590",2016-12-28,41.44
"2591",2016-12-29,31.12
"2592",2016-12-30,25.96
"2593",2016-12-31,24.32
"2594",2017-01-01,21.98
"2595",2017-01-02,21.32
"2596",2017-01-03,20.57
"2597",2017-01-04,19.02
"2598",2017-01-05,17.58
"2599",2017-01-06,17.47
"2600",2017-01-07,17.88
"2601",2017-01-08,17.8
"2602",2017-01-09,18.26
"2603",2017-01-10,70.8
"2604",2017-01-11,152.9
"2605",2017-01-12,75.2
"2606",2017-01-13,43.81
"2607",2017-01-14,34.02
"2608",2017-01-15,27.77
"2609",2017-01-16,54.8
"2610",2017-01-24,831.7
"2611",2017-01-25,512.3
"2612",2017-01-27,217.59
"2613",2017-01-28,143.49
"2614",2017-01-29,104.36
"2615",2017-01-30,78.78
"2616",2017-01-31,74.88
"2617",2017-02-01,68.11
"2618",2017-02-02,55.97
"2619",2017-02-03,52
"2620",2017-02-04,50.31
"2621",2017-02-05,51.38
"2622",2017-02-06,49.15
"2623",2017-02-07,54.18
"2624",2017-02-08,56.27
"2625",2017-02-09,47.67
"2626",2017-02-11,50.65
"2627",2017-02-12,83.7
"2628",2017-02-13,196
"2629",2017-02-17,152
"2630",2017-02-18,155.7
"2631",2017-02-19,142.9
"2632",2017-02-23,216.2
"2633",2017-02-25,228.4
"2634",2017-02-26,170.5
"2635",2017-02-27,156.8
"2636",2017-02-28,163.5
"2637",2017-03-01,231.3
"2638",2017-03-03,124
"2639",2017-03-04,103.09
"2640",2017-03-05,91.21
"2641",2017-03-06,93.94
"2642",2017-03-07,130.1
"2643",2017-03-08,119.33
"2644",2017-03-09,118.24
"2645",2017-03-10,82.86
"2646",2017-03-11,66.73
"2647",2017-03-12,62.15
"2648",2017-03-13,66.39
"2649",2017-03-15,56.94
"2650",2017-03-16,56.06
"2651",2017-03-17,64.74
"2652",2017-03-18,76.64
"2653",2017-03-19,64.6
"2654",2017-03-20,75.84
"2655",2017-03-21,72.24
"2656",2017-03-22,53.67
"2657",2017-03-23,61.47
"2658",2017-03-24,133.3
"2659",2017-03-25,84.09
"2660",2017-03-26,89.67
"2661",2017-03-27,98.08
"2662",2017-03-28,86.13
"2663",2017-03-29,83.92
"2664",2017-03-30,134.4
"2665",2017-03-31,153.5
"2666",2017-04-01,120.6
"2667",2017-04-02,99.5
"2668",2017-04-03,98.9
"2669",2017-04-04,132.9
"2670",2017-04-07,75.78
"2671",2017-04-08,63.82
"2672",2017-04-09,69.24
"2673",2017-04-10,71.11
"2674",2017-04-12,61.42
"2675",2017-04-13,74.9
"2676",2017-04-14,68.92
"2677",2017-04-15,116.8
"2678",2017-04-19,112.59
"2679",2017-04-21,120.79
"2680",2017-04-22,93.85
"2681",2017-04-23,86.92
"2682",2017-04-24,75.35
"2683",2017-04-25,76.62
"2684",2017-04-26,98.98
"2685",2017-04-29,140.12
"2686",2017-04-30,110.25
"2687",2017-05-01,221
"2688",2017-05-03,198.4
"2689",2017-05-05,135.22
"2690",2017-05-06,114.54
"2691",2017-05-07,91.98
"2692",2017-05-08,82.35
"2693",2017-05-09,85.01
"2694",2017-05-10,82.21
"2695",2017-05-11,78
"2696",2017-05-12,78.27
"2697",2017-05-13,72.49
"2698",2017-05-14,66.27
"2699",2017-05-16,83.61
"2700",2017-05-17,77.51
"2701",2017-05-18,110.27
"2702",2017-05-19,82.91
"2703",2017-05-20,86.31
"2704",2017-05-21,102.13
"2705",2017-05-22,94.83
"2706",2017-05-23,87.41
"2707",2017-05-24,80.93
"2708",2017-05-25,70.17
"2709",2017-05-26,73
"2710",2017-05-27,69.89
"2711",2017-05-28,80.1
"2712",2017-05-29,68.8
"2713",2017-05-30,69.78
"2714",2017-05-31,64.12
"2715",2017-06-01,62.24
"2716",2017-06-02,58.94
"2717",2017-06-03,58.05
"2718",2017-06-04,60.9
"2719",2017-06-05,59.7
"2720",2017-06-06,49.95
"2721",2017-06-07,48.29
"2722",2017-06-08,54.28
"2723",2017-06-09,56.76
"2724",2017-06-10,36.67
"2725",2017-06-11,58.85
"2726",2017-06-12,60.41
"2727",2017-06-15,140.56
"2728",2017-06-17,199.7
"2729",2017-06-18,133.5
"2730",2017-06-20,114.14
"2731",2017-06-21,97.79
"2732",2017-06-22,101.97
"2733",2017-06-24,168.6
"2734",2017-06-25,118.45
"2735",2017-06-27,76.44
"2736",2017-06-28,126.6
"2737",2017-07-01,241.2
"2738",2017-07-02,180.5
"2739",2017-07-03,147.2
"2740",2017-07-04,133.42
"2741",2017-07-06,134.36
"2742",2017-07-07,196.07
"2743",2017-07-08,146.34
"2744",2017-07-09,116.34
"2745",2017-07-10,457.1
"2746",2017-07-11,154.3
"2747",2017-07-12,238.9
"2748",2017-07-13,229.8
"2749",2017-07-14,143.69
"2750",2017-07-15,113.67
"2751",2017-07-16,124.8
"2752",2017-07-18,107.8
"2753",2017-07-19,148.9
"2754",2017-07-20,983.7
"2755",2017-07-21,593.7
"2756",2017-07-23,639.5
"2757",2017-07-25,260.9
"2758",2017-07-26,224.12
"2759",2017-07-27,226.5
"2760",2017-07-28,173.63
"2761",2017-07-29,136.41
"2762",2017-07-30,110.93
"2763",2017-07-31,97.51
"2764",2017-08-01,87.52
"2765",2017-08-02,78.53
"2766",2017-08-03,70.12
"2767",2017-08-04,80.61
"2768",2017-08-05,71.31
"2769",2017-08-06,65.74
"2770",2017-08-08,56.72
"2771",2017-08-09,52.41
"2772",2017-08-10,58.01
"2773",2017-08-11,61.56
"2774",2017-08-12,52.87
"2775",2017-08-13,49.37
"2776",2017-08-14,46.59
"2777",2017-08-16,55.35
"2778",2017-08-17,138.6
"2779",2017-08-18,108.9
"2780",2017-08-19,71.66
"2781",2017-08-20,61.43
"2782",2017-08-21,55.57
"2783",2017-08-22,56.21
"2784",2017-08-23,51.62
"2785",2017-08-24,48.47
"2786",2017-08-25,46.62
"2787",2017-08-26,48.2
"2788",2017-08-27,55.91
"2789",2017-08-28,58.82
"2790",2017-08-29,53
"2791",2017-08-30,51.03
"2792",2017-08-31,67.28
"2793",2017-09-01,57.78
"2794",2017-09-02,43.44
"2795",2017-09-03,35.61
"2796",2017-09-04,43.48
"2797",2017-09-05,36.67
"2798",2017-09-06,30.45
"2799",2017-09-07,27.37
"2800",2017-09-08,24.78
"2801",2017-09-09,21.84
"2802",2017-09-10,21.95
"2803",2017-09-12,21.22
"2804",2017-09-14,27.55
"2805",2017-09-15,31.12
"2806",2017-09-16,34.55
"2807",2017-09-17,36.71
"2808",2017-09-18,31.25
"2809",2017-09-19,29.84
"2810",2017-09-20,29.6
"2811",2017-09-21,33.41
"2812",2017-09-22,28.45
"2813",2017-09-23,27.48
"2814",2017-09-24,24.76
"2815",2017-09-25,24.59
"2816",2017-09-26,24.59
"2817",2017-09-27,22.07
"2818",2017-09-28,19.27
"2819",2017-09-29,21.97
"2820",2017-09-30,20.37
"2821",2017-10-01,23.22
"2822",2017-10-02,25.23
"2823",2017-10-03,28.69
"2824",2017-10-04,94.7
"2825",2017-10-05,69.06
"2826",2017-10-06,91.95
"2827",2017-10-07,99.32
"2828",2017-10-08,94.49
"2829",2017-10-09,75.61
"2830",2017-10-11,86.5
"2831",2017-10-12,69.49
"2832",2017-10-14,78.5
"2833",2017-10-15,93.4
"2834",2017-10-16,73.45
"2835",2017-10-17,64.25
"2836",2017-10-18,58.01
"2837",2017-10-19,54.02
"2838",2017-10-20,50.36
"2839",2017-10-21,48.49
"2840",2017-10-22,52.72
"2841",2017-10-23,58
"2842",2017-10-24,88
"2843",2017-10-25,78.1
"2844",2017-10-26,63.8
"2845",2017-10-27,57.7
"2846",2017-10-28,55.85
"2847",2017-10-29,46.95
"2848",2017-10-30,43.27
"2849",2017-10-31,41.68
"2850",2017-11-01,37.35
"2851",2017-11-02,38.33
"2852",2017-11-03,35.82
"2853",2017-11-04,35.69
"2854",2017-11-05,37.15
"2855",2017-11-06,33.77
"2856",2017-11-07,33.15
"2857",2017-11-08,30.75
"2858",2017-11-09,34.25
"2859",2017-11-10,28.47
"2860",2017-11-11,29.9
"2861",2017-11-12,28.9
"2862",2017-11-14,27.23
"2863",2017-11-15,29.37
"2864",2017-11-16,28.81
"2865",2017-11-17,29.62
"2866",2017-11-18,34.41
