Source_ID,Site_ID,sampledate,Q_cfs,TotP_lbday,TotP_mgL
USGS,USGS 5427850,7/10/2014,59.7,47.2,0.147
USGS,USGS 5427850,7/11/2014,67.9,53.9,0.147
USGS,USGS 5427850,7/12/2014,81.4,62.9,0.147
USGS,USGS 5427850,7/13/2014,71.2,55.1,0.147
USGS,USGS 5427850,7/14/2014,68.3,53.7,0.146
USGS,USGS 5427850,7/15/2014,73.6,59.6,0.146
USGS,USGS 5427850,7/16/2014,66.7,54,0.146
USGS,USGS 5427850,7/17/2014,61.1,49.4,0.146
USGS,USGS 5427850,7/18/2014,63.8,51.5,0.146
USGS,USGS 5427850,7/19/2014,62.7,49.3,0.146
USGS,USGS 5427850,7/20/2014,58.9,46.4,0.146
USGS,USGS 5427850,7/21/2014,58,44.7,0.146
USGS,USGS 5427850,7/22/2014,67.2,54.5,0.146
USGS,USGS 5427850,7/23/2014,49.8,40.7,0.146
USGS,USGS 5427850,7/24/2014,47.8,38.8,0.146
USGS,USGS 5427850,7/25/2014,48.1,36.2,0.146
USGS,USGS 5427850,7/26/2014,65.6,49.3,0.146
USGS,USGS 5427850,7/27/2014,63.7,46.4,0.146
USGS,USGS 5427850,7/28/2014,48,36.9,0.146
USGS,USGS 5427850,7/29/2014,54.3,43.3,0.145
USGS,USGS 5427850,7/30/2014,54,41.6,0.145
USGS,USGS 5427850,7/31/2014,53.4,42.1,0.145
USGS,USGS 5427850,8/1/2014,58.1,44.8,0.145
USGS,USGS 5427850,8/2/2014,62.3,47.1,0.145
USGS,USGS 5427850,8/3/2014,54.7,42.3,0.145
USGS,USGS 5427850,8/4/2014,82.6,61.2,0.147
USGS,USGS 5427850,8/5/2014,221,179,0.149
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,8/5/2014,,,0.171
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,8/5/2014,,,0.156
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,8/5/2014,,,0.125
USGS,USGS 5427850,8/6/2014,110,78.9,0.133
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,8/6/2014,,,0.135
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,8/6/2014,,,0.131
USGS,USGS 5427850,8/7/2014,74.6,55.8,0.136
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,8/7/2014,,,0.135
USGS,USGS 5427850,8/8/2014,61.1,45.4,0.143
USGS,USGS 5427850,8/9/2014,60.3,49.2,0.149
USGS,USGS 5427850,8/10/2014,56.6,46.3,0.156
USGS,USGS 5427850,8/11/2014,70,62.7,0.162
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,8/11/2014,,,0.163
USGS,USGS 5427850,8/12/2014,57.2,50.3,0.163
USGS,USGS 5427850,8/13/2014,60.7,53.1,0.164
USGS,USGS 5427850,8/14/2014,53.3,46.2,0.164
USGS,USGS 5427850,8/15/2014,43.3,38.4,0.164
USGS,USGS 5427850,8/16/2014,61.4,55.1,0.165
USGS,USGS 5427850,8/17/2014,54.1,46.9,0.165
USGS,USGS 5427850,8/18/2014,43.8,36.7,0.165
USGS,USGS 5427850,8/19/2014,61.5,50.6,0.166
USGS,USGS 5427850,8/20/2014,57.7,53.2,0.166
USGS,USGS 5427850,8/21/2014,44.7,44.8,0.166
USGS,USGS 5427850,8/22/2014,56.4,54.1,0.167
USGS,USGS 5427850,8/23/2014,53.9,52.6,0.167
USGS,USGS 5427850,8/24/2014,46.9,44.2,0.167
USGS,USGS 5427850,8/25/2014,66.2,61.9,0.168
USGS,USGS 5427850,8/26/2014,78.5,70.8,0.168
USGS,USGS 5427850,8/27/2014,61.5,55.8,0.168
USGS,USGS 5427850,8/28/2014,57.4,51.8,0.169
USGS,USGS 5427850,8/29/2014,42.3,40.2,0.168
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,8/29/2014,,,0.169
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,8/29/2014,,,0.169
USGS,USGS 5427850,8/30/2014,73.2,60.2,0.162
USGS,USGS 5427850,8/31/2014,63.3,54.9,0.155
USGS,USGS 5427850,9/1/2014,60.7,49.4,0.148
USGS,USGS 5427850,9/2/2014,58.1,45.8,0.141
USGS,USGS 5427850,9/3/2014,26.4,21.2,0.135
USGS,USGS 5427850,9/4/2014,56.7,39.3,0.129
USGS,USGS 5427850,9/5/2014,88.2,57.5,0.123
USGS,USGS 5427850,9/6/2014,61.2,39.3,0.117
USGS,USGS 5427850,9/7/2014,54.4,33.8,0.112
USGS,USGS 5427850,9/8/2014,44.7,23.6,0.107
USGS,USGS 5427850,9/9/2014,51,25.7,0.102
USGS,USGS 5427850,9/10/2014,73.9,37.7,0.0974
USGS,USGS 5427850,9/11/2014,55.9,29.2,0.093
USGS,USGS 5427850,9/12/2014,57.7,29.2,0.0888
USGS,USGS 5427850,9/13/2014,55.7,25.8,0.0848
USGS,USGS 5427850,9/14/2014,46,19.5,0.081
USGS,USGS 5427850,9/15/2014,67.7,28.1,0.0773
USGS,USGS 5427850,9/16/2014,59.3,23.5,0.0743
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,9/16/2014,,,0.0743
USGS,USGS 5427850,9/17/2014,55,21.9,0.0741
USGS,USGS 5427850,9/18/2014,52.7,22.1,0.0741
USGS,USGS 5427850,9/19/2014,21.6,8.06,0.0742
USGS,USGS 5427850,9/20/2014,70.5,28.9,0.0743
USGS,USGS 5427850,9/21/2014,60.5,25.1,0.0743
USGS,USGS 5427850,9/22/2014,49.9,19.9,0.0744
USGS,USGS 5427850,9/23/2014,49.1,19.7,0.0745
USGS,USGS 5427850,9/24/2014,49.9,20.3,0.0746
USGS,USGS 5427850,9/25/2014,51,21.8,0.0746
USGS,USGS 5427850,9/26/2014,48.4,20.8,0.0747
USGS,USGS 5427850,9/27/2014,48.4,19.5,0.0748
USGS,USGS 5427850,9/28/2014,49.5,20,0.0748
USGS,USGS 5427850,9/29/2014,60.3,24.3,0.0749
USGS,USGS 5427850,9/30/2014,39.5,13.6,0.075
USGS,USGS 5427850,10/1/2014,46.7,11.6,0.074
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,10/1/2014,,,0.0753
USGS,USGS 5427850,10/2/2014,39.4,14.6,0.0763
USGS,USGS 5427850,10/3/2014,57.8,24.5,0.0776
USGS,USGS 5427850,10/4/2014,70.8,30.4,0.0788
USGS,USGS 5427850,10/5/2014,52,22.7,0.08
USGS,USGS 5427850,10/6/2014,47.5,20.9,0.0813
USGS,USGS 5427850,10/7/2014,67.3,28.7,0.0825
USGS,USGS 5427850,10/8/2014,52.9,21.8,0.0838
USGS,USGS 5427850,10/9/2014,55.9,24.8,0.085
USGS,USGS 5427850,10/10/2014,50.4,23.3,0.0862
USGS,USGS 5427850,10/11/2014,46.1,21.8,0.0875
USGS,USGS 5427850,10/12/2014,55.8,27.5,0.0887
USGS,USGS 5427850,10/13/2014,70.5,39.7,0.0993
USGS,USGS 5427850,10/14/2014,144,88.5,0.11
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,10/14/2014,,,0.127
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,10/14/2014,,,0.105
USGS,USGS 5427850,10/15/2014,92.5,47.3,0.0934
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,10/15/2014,,,0.0935
USGS,USGS 5427850,10/16/2014,66.6,32.5,0.0897
USGS,USGS 5427850,10/17/2014,71.9,34.8,0.0869
USGS,USGS 5427850,10/18/2014,61.2,27.5,0.0842
USGS,USGS 5427850,10/19/2014,40.8,17.7,0.0814
USGS,USGS 5427850,10/20/2014,77.1,33.5,0.0786
USGS,USGS 5427850,10/21/2014,53.6,21.6,0.0759
USGS,USGS 5427850,10/22/2014,49.3,19.3,0.0736
USGS,USGS 5427850,10/23/2014,62.9,26.6,0.0726
USGS,USGS 5427850,10/24/2014,60.9,26.8,0.0717
USGS,USGS 5427850,10/25/2014,57.8,22,0.0708
USGS,USGS 5427850,10/26/2014,65,26.9,0.0699
USGS,USGS 5427850,10/27/2014,47.1,16.7,0.069
USGS,USGS 5427850,10/28/2014,49.9,17.3,0.0681
USGS,USGS 5427850,10/29/2014,81.9,30,0.0672
USGS,USGS 5427850,10/30/2014,60.3,22.3,0.0663
USGS,USGS 5427850,10/31/2014,64.9,23.2,0.0654
USGS,USGS 5427850,11/1/2014,49.9,17.1,0.0645
USGS,USGS 5427850,11/2/2014,35.6,11.7,0.0636
USGS,USGS 5427850,11/3/2014,79.5,27.3,0.0627
USGS,USGS 5427850,11/4/2014,54,19.2,0.0618
USGS,USGS 5427850,11/5/2014,70.1,22.1,0.0608
USGS,USGS 5427850,11/6/2014,74.3,23.7,0.0599
USGS,USGS 5427850,11/7/2014,39.8,12.6,0.059
USGS,USGS 5427850,11/8/2014,81.1,25.9,0.0581
USGS,USGS 5427850,11/9/2014,72.3,21.9,0.0572
USGS,USGS 5427850,11/10/2014,69.7,20.9,0.0563
USGS,USGS 5427850,11/11/2014,52.4,15.4,0.0554
USGS,USGS 5427850,11/12/2014,64,19.2,0.0545
USGS,USGS 5427850,11/13/2014,69.4,19.9,0.0536
USGS,USGS 5427850,11/14/2014,65.8,18.9,0.0527
USGS,USGS 5427850,11/15/2014,59.3,16.7,0.0518
USGS,USGS 5427850,11/16/2014,60.1,16.9,0.0509
USGS,USGS 5427850,11/17/2014,63,17.3,0.05
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,11/17/2014,,,0.0496
USGS,USGS 5427850,11/18/2014,55,14.7,0.0496
USGS,USGS 5427850,11/19/2014,61.2,16.4,0.0491
USGS,USGS 5427850,11/20/2014,59.7,15.7,0.0487
USGS,USGS 5427850,11/21/2014,49.5,13.1,0.0483
USGS,USGS 5427850,11/22/2014,63.6,16.5,0.0479
USGS,USGS 5427850,11/23/2014,81,20.5,0.0475
USGS,USGS 5427850,11/24/2014,87.1,22.2,0.0471
USGS,USGS 5427850,11/25/2014,91.5,23,0.0466
USGS,USGS 5427850,11/26/2014,68.2,17.1,0.0462
USGS,USGS 5427850,11/27/2014,62.7,15.1,0.0458
USGS,USGS 5427850,11/28/2014,55.8,14.4,0.0454
USGS,USGS 5427850,11/29/2014,65,16,0.045
USGS,USGS 5427850,11/30/2014,69.9,17,0.0446
USGS,USGS 5427850,12/1/2014,48.2,11.3,0.0441
USGS,USGS 5427850,12/2/2014,52.9,12.6,0.0437
USGS,USGS 5427850,12/3/2014,63.9,14.9,0.0433
USGS,USGS 5427850,12/4/2014,56.3,13.1,0.0429
USGS,USGS 5427850,12/5/2014,57.5,13.2,0.0425
USGS,USGS 5427850,12/6/2014,58.3,13.3,0.042
USGS,USGS 5427850,12/7/2014,48.6,10.9,0.0416
USGS,USGS 5427850,12/8/2014,63.7,14.2,0.0412
USGS,USGS 5427850,12/9/2014,62.4,13.8,0.0408
USGS,USGS 5427850,12/10/2014,56.8,12.4,0.0404
USGS,USGS 5427850,12/11/2014,55.1,11.9,0.04
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,12/11/2014,,,0.0399
USGS,USGS 5427850,12/12/2014,53.1,11.4,0.0398
USGS,USGS 5427850,12/13/2014,60.7,12.9,0.0395
USGS,USGS 5427850,12/14/2014,64.2,13.7,0.0393
USGS,USGS 5427850,12/15/2014,71.2,15.2,0.0391
USGS,USGS 5427850,12/16/2014,80.7,16.9,0.0388
USGS,USGS 5427850,12/17/2014,75.8,15.9,0.0386
USGS,USGS 5427850,12/18/2014,60.4,12.7,0.0384
USGS,USGS 5427850,12/19/2014,57.3,11.8,0.0382
USGS,USGS 5427850,12/20/2014,55.1,11.4,0.0379
USGS,USGS 5427850,12/21/2014,52.2,10.6,0.0377
USGS,USGS 5427850,12/22/2014,67.1,13.4,0.0375
USGS,USGS 5427850,12/23/2014,70.8,14.3,0.0372
USGS,USGS 5427850,12/24/2014,89.3,17.9,0.037
USGS,USGS 5427850,12/25/2014,69.8,14,0.0368
USGS,USGS 5427850,12/26/2014,77.1,15,0.0366
USGS,USGS 5427850,12/27/2014,55.8,10.9,0.0363
USGS,USGS 5427850,12/28/2014,72.3,14.1,0.0361
USGS,USGS 5427850,12/29/2014,54,10.5,0.0359
USGS,USGS 5427850,12/30/2014,41.7,7.93,0.0356
USGS,USGS 5427850,12/31/2014,46.9,8.98,0.0354
USGS,USGS 5427850,1/1/2015,52.2,9.96,0.0352
USGS,USGS 5427850,1/2/2015,54,10.1,0.035
USGS,USGS 5427850,1/3/2015,54.9,10.4,0.0347
USGS,USGS 5427850,1/4/2015,51.2,9.56,0.0345
USGS,USGS 5427850,1/5/2015,42.6,7.96,0.0343
USGS,USGS 5427850,1/6/2015,47.9,8.75,0.034
USGS,USGS 5427850,1/7/2015,46,8.42,0.0338
USGS,USGS 5427850,1/8/2015,44,7.98,0.0336
USGS,USGS 5427850,1/9/2015,44,7.93,0.0334
USGS,USGS 5427850,1/10/2015,45,8.05,0.0331
USGS,USGS 5427850,1/11/2015,48,8.53,0.0329
USGS,USGS 5427850,1/12/2015,49,8.65,0.0327
USGS,USGS 5427850,1/13/2015,45,7.89,0.0324
USGS,USGS 5427850,1/14/2015,44,7.66,0.0322
USGS,USGS 5427850,1/15/2015,50,8.65,0.032
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,1/15/2015,,,0.0319
USGS,USGS 5427850,1/16/2015,49,8.52,0.0322
USGS,USGS 5427850,1/17/2015,53,9.26,0.0324
USGS,USGS 5427850,1/18/2015,57,10,0.0326
USGS,USGS 5427850,1/19/2015,57,10.1,0.0327
USGS,USGS 5427850,1/20/2015,53,9.43,0.0329
USGS,USGS 5427850,1/21/2015,51,9.12,0.0331
USGS,USGS 5427850,1/22/2015,48,8.63,0.0333
USGS,USGS 5427850,1/23/2015,50,9.04,0.0335
USGS,USGS 5427850,1/24/2015,56,10.2,0.0337
USGS,USGS 5427850,1/25/2015,51,9.33,0.0338
USGS,USGS 5427850,1/26/2015,37,6.82,0.034
USGS,USGS 5427850,1/27/2015,51,9.41,0.0342
USGS,USGS 5427850,1/28/2015,50,9.29,0.0344
USGS,USGS 5427850,1/29/2015,48,8.97,0.0346
USGS,USGS 5427850,1/30/2015,42,7.9,0.0348
USGS,USGS 5427850,1/31/2015,45,8.5,0.035
USGS,USGS 5427850,2/1/2015,30,5.71,0.0352
USGS,USGS 5427850,2/2/2015,41,7.81,0.0353
USGS,USGS 5427850,2/3/2015,54,10.3,0.0355
USGS,USGS 5427850,2/4/2015,52,10,0.0357
USGS,USGS 5427850,2/5/2015,48,9.31,0.0359
USGS,USGS 5427850,2/6/2015,47,9.16,0.0361
USGS,USGS 5427850,2/7/2015,50,9.79,0.0363
USGS,USGS 5427850,2/8/2015,52,10.2,0.0364
USGS,USGS 5427850,2/9/2015,50,9.9,0.0366
USGS,USGS 5427850,2/10/2015,44,8.76,0.0368
USGS,USGS 5427850,2/11/2015,48,9.59,0.037
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,2/11/2015,,,0.0375
USGS,USGS 5427850,2/12/2015,45,9.07,0.0373
USGS,USGS 5427850,2/13/2015,45,9.14,0.0376
USGS,USGS 5427850,2/14/2015,48,9.82,0.0379
USGS,USGS 5427850,2/15/2015,41,8.46,0.0382
USGS,USGS 5427850,2/16/2015,48,9.96,0.0385
USGS,USGS 5427850,2/17/2015,51,10.7,0.0388
USGS,USGS 5427850,2/18/2015,49,10.3,0.039
USGS,USGS 5427850,2/19/2015,43,9.14,0.0393
USGS,USGS 5427850,2/20/2015,47,10.1,0.0396
USGS,USGS 5427850,2/21/2015,51,11,0.0399
USGS,USGS 5427850,2/22/2015,54,11.7,0.0402
USGS,USGS 5427850,2/23/2015,49,10.7,0.0405
USGS,USGS 5427850,2/24/2015,51,11.2,0.0408
USGS,USGS 5427850,2/25/2015,54,12,0.0411
USGS,USGS 5427850,2/26/2015,56,12.5,0.0414
USGS,USGS 5427850,2/27/2015,53,11.9,0.0416
USGS,USGS 5427850,2/28/2015,52,11.8,0.0419
USGS,USGS 5427850,3/1/2015,54,12.3,0.0422
USGS,USGS 5427850,3/2/2015,59.8,13.8,0.0425
USGS,USGS 5427850,3/3/2015,61.7,14.3,0.0428
USGS,USGS 5427850,3/4/2015,63.8,14.8,0.0431
USGS,USGS 5427850,3/5/2015,61.2,14.3,0.0434
USGS,USGS 5427850,3/6/2015,58.2,13.8,0.0437
USGS,USGS 5427850,3/7/2015,61.7,17.1,0.0514
USGS,USGS 5427850,3/8/2015,75.8,26.9,0.065
USGS,USGS 5427850,3/9/2015,130,46.5,0.0649
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,3/9/2015,,,0.0723
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,3/9/2015,,,0.0472
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,3/9/2015,,,0.0552
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,3/9/2015,,,0.0508
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,3/9/2015,,,0.0899
USGS,USGS 5427850,3/10/2015,162,179,0.205
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,3/10/2015,,,0.165
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,3/10/2015,,,0.265
USGS,USGS 5427850,3/11/2015,138,213,0.285
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,3/11/2015,,,0.31
USGS,USGS 5427850,3/12/2015,94.9,111,0.215
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,3/12/2015,,,0.226
USGS,USGS 5427850,3/13/2015,83.8,71.7,0.159
USGS,USGS 5427850,3/14/2015,77.1,52.9,0.127
USGS,USGS 5427850,3/15/2015,62.5,38.8,0.115
USGS,USGS 5427850,3/16/2015,69.6,38.3,0.102
USGS,USGS 5427850,3/17/2015,59.5,29,0.0888
USGS,USGS 5427850,3/18/2015,54.3,23.1,0.0775
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,3/18/2015,,,0.076
USGS,USGS 5427850,3/19/2015,53.2,21.9,0.0751
USGS,USGS 5427850,3/20/2015,48.6,19.1,0.0741
USGS,USGS 5427850,3/21/2015,57.7,22.4,0.0732
USGS,USGS 5427850,3/22/2015,48.4,18.7,0.0723
USGS,USGS 5427850,3/23/2015,50.7,19.5,0.0713
USGS,USGS 5427850,3/24/2015,57,21.2,0.0704
USGS,USGS 5427850,3/25/2015,34.1,13.2,0.0695
USGS,USGS 5427850,3/26/2015,81.7,30.2,0.0686
USGS,USGS 5427850,3/27/2015,51.7,19.3,0.0676
USGS,USGS 5427850,3/28/2015,42.2,14.7,0.0667
USGS,USGS 5427850,3/29/2015,38.3,12.8,0.0658
USGS,USGS 5427850,3/30/2015,68.5,24.1,0.0648
USGS,USGS 5427850,3/31/2015,46.4,15.6,0.0639
USGS,USGS 5427850,4/1/2015,18.7,6.56,0.063
USGS,USGS 5427850,4/2/2015,79.5,26.4,0.062
USGS,USGS 5427850,4/3/2015,60,19.8,0.0611
USGS,USGS 5427850,4/4/2015,39.8,13.1,0.0602
USGS,USGS 5427850,4/5/2015,67,22,0.0597
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/5/2015,,,0.0593
USGS,USGS 5427850,4/6/2015,61.2,23.9,0.0699
USGS,USGS 5427850,4/7/2015,49.8,22.5,0.0846
USGS,USGS 5427850,4/8/2015,102,56.4,0.0982
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/8/2015,,,0.102
USGS,USGS 5427850,4/9/2015,189,98.1,0.0958
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/9/2015,,,0.0917
USGS,USGS 5427850,4/10/2015,355,233,0.122
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/10/2015,,,0.138
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/10/2015,,,0.0925
USGS,USGS 5427850,4/11/2015,279,419,0.288
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/11/2015,,,0.164
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/11/2015,,,0.348
USGS,USGS 5427850,4/12/2015,114,177,0.286
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/12/2015,,,0.259
USGS,USGS 5427850,4/13/2015,106,137,0.235
USGS,USGS 5427850,4/14/2015,90.3,97.1,0.196
USGS,USGS 5427850,4/15/2015,79.2,76.1,0.173
USGS,USGS 5427850,4/16/2015,59.3,46.8,0.151
USGS,USGS 5427850,4/17/2015,64.7,48.3,0.135
USGS,USGS 5427850,4/18/2015,68.3,48.2,0.128
USGS,USGS 5427850,4/19/2015,48.8,29.6,0.121
USGS,USGS 5427850,4/20/2015,57.8,36.8,0.114
USGS,USGS 5427850,4/21/2015,84.2,49.9,0.107
USGS,USGS 5427850,4/22/2015,81.7,44.6,0.0996
USGS,USGS 5427850,4/23/2015,63.8,35.1,0.0932
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/23/2015,,,0.0925
USGS,USGS 5427850,4/24/2015,67.5,34.2,0.093
USGS,USGS 5427850,4/25/2015,56.2,28.2,0.0942
USGS,USGS 5427850,4/26/2015,54.7,28.2,0.0953
USGS,USGS 5427850,4/27/2015,54.2,26.2,0.0964
USGS,USGS 5427850,4/28/2015,53.4,28.1,0.0975
USGS,USGS 5427850,4/29/2015,64.2,37.4,0.0986
USGS,USGS 5427850,4/30/2015,50.3,27.2,0.0998
USGS,USGS 5427850,5/1/2015,56.5,32.4,0.101
USGS,USGS 5427850,5/2/2015,50.7,27.2,0.102
USGS,USGS 5427850,5/3/2015,43.1,23.8,0.103
USGS,USGS 5427850,5/4/2015,80.3,39.3,0.104
USGS,USGS 5427850,5/5/2015,66.7,39.3,0.105
USGS,USGS 5427850,5/6/2015,71.3,40.9,0.106
USGS,USGS 5427850,5/7/2015,38.2,20.6,0.108
USGS,USGS 5427850,5/8/2015,84.5,51.3,0.109
USGS,USGS 5427850,5/9/2015,62.3,37.5,0.11
USGS,USGS 5427850,5/10/2015,51,32.7,0.111
USGS,USGS 5427850,5/11/2015,-0.59,-2.25,0.112
USGS,USGS 5427850,5/12/2015,96,58.2,0.113
USGS,USGS 5427850,5/13/2015,54.6,31.4,0.114
USGS,USGS 5427850,5/14/2015,52.1,33.8,0.115
USGS,USGS 5427850,5/15/2015,55,35.8,0.117
USGS,USGS 5427850,5/16/2015,45.5,30.2,0.118
USGS,USGS 5427850,5/17/2015,42.1,23.6,0.119
USGS,USGS 5427850,5/18/2015,93.2,58.4,0.12
USGS,USGS 5427850,5/19/2015,77.3,52.5,0.122
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,5/19/2015,,,0.121
USGS,USGS 5427850,5/20/2015,44.1,34.8,0.127
USGS,USGS 5427850,5/21/2015,57.4,43.5,0.133
USGS,USGS 5427850,5/22/2015,50.6,37.3,0.139
USGS,USGS 5427850,5/23/2015,51.7,39.2,0.145
USGS,USGS 5427850,5/24/2015,53.8,47.8,0.151
USGS,USGS 5427850,5/25/2015,53.6,44.7,0.157
USGS,USGS 5427850,5/26/2015,37.1,30.9,0.162
USGS,USGS 5427850,5/27/2015,89.4,77.5,0.166
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,5/27/2015,,,0.166
USGS,USGS 5427850,5/28/2015,51.6,43.1,0.165
USGS,USGS 5427850,5/29/2015,61.7,60.2,0.165
USGS,USGS 5427850,5/30/2015,81.2,69.6,0.164
USGS,USGS 5427850,5/31/2015,69.4,62,0.164
USGS,USGS 5427850,6/1/2015,53.1,46.4,0.163
USGS,USGS 5427850,6/2/2015,53.3,43.3,0.162
USGS,USGS 5427850,6/3/2015,51.7,45.7,0.162
USGS,USGS 5427850,6/4/2015,59.8,52.5,0.161
USGS,USGS 5427850,6/5/2015,52.9,44.5,0.161
USGS,USGS 5427850,6/6/2015,38.2,28.3,0.16
USGS,USGS 5427850,6/7/2015,49.8,41.6,0.16
USGS,USGS 5427850,6/8/2015,47,35.7,0.159
USGS,USGS 5427850,6/9/2015,42.5,37.6,0.159
USGS,USGS 5427850,6/10/2015,49.6,43.4,0.158
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,6/10/2015,,,0.158
USGS,USGS 5427850,6/11/2015,55,44.5,0.156
USGS,USGS 5427850,6/12/2015,112,92,0.154
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,6/12/2015,,,0.154
USGS,USGS 5427850,6/13/2015,92.9,75.6,0.154
USGS,USGS 5427850,6/14/2015,74.7,63.3,0.155
USGS,USGS 5427850,6/15/2015,69.9,58.2,0.155
USGS,USGS 5427850,6/16/2015,53.5,45.1,0.156
USGS,USGS 5427850,6/17/2015,48.4,40.2,0.156
USGS,USGS 5427850,6/18/2015,57.7,48.6,0.157
USGS,USGS 5427850,6/19/2015,39.7,34,0.157
USGS,USGS 5427850,6/20/2015,51,43.1,0.158
USGS,USGS 5427850,6/21/2015,52,43.2,0.158
USGS,USGS 5427850,6/22/2015,28.5,21.7,0.159
USGS,USGS 5427850,6/23/2015,65.4,53.1,0.159
USGS,USGS 5427850,6/24/2015,42.1,35.9,0.16
USGS,USGS 5427850,6/25/2015,51.4,43.1,0.16
USGS,USGS 5427850,6/26/2015,49.1,42.9,0.16
USGS,USGS 5427850,6/27/2015,43.3,37.7,0.161
USGS,USGS 5427850,6/28/2015,42.4,38.2,0.161
USGS,USGS 5427850,6/29/2015,46.4,40.4,0.162
USGS,USGS 5427850,6/30/2015,49,42.6,0.162
USGS,USGS 5427850,7/1/2015,41,36.3,0.163
USGS,USGS 5427850,7/2/2015,42,37.8,0.163
USGS,USGS 5427850,7/3/2015,41.5,36.6,0.164
USGS,USGS 5427850,7/4/2015,39.7,35.4,0.164
USGS,USGS 5427850,7/5/2015,27.3,26.1,0.165
USGS,USGS 5427850,7/6/2015,57.2,48,0.165
USGS,USGS 5427850,7/7/2015,65.6,57,0.166
USGS,USGS 5427850,7/8/2015,48.3,42.3,0.166
USGS,USGS 5427850,7/9/2015,42.9,37.9,0.167
USGS,USGS 5427850,7/10/2015,38.4,35.3,0.168
Pheasant Branch (USGS # 9KP41),WIDNR 133040,7/10/2015,,,0.167
USGS,USGS 5427850,7/11/2015,37.5,37.9,0.172
USGS,USGS 5427850,7/12/2015,38.5,37.4,0.176
USGS,USGS 5427850,7/13/2015,67.7,71.7,0.181
USGS,USGS 5427850,7/14/2015,95.7,95.3,0.185
USGS,USGS 5427850,7/15/2015,50.2,53.1,0.19
USGS,USGS 5427850,7/16/2015,49.4,53.3,0.194
USGS,USGS 5427850,7/17/2015,64.2,71.2,0.198
USGS,USGS 5427850,7/18/2015,120,131,0.203
USGS,USGS 5427850,7/19/2015,123,139,0.207
USGS,USGS 5427850,7/20/2015,67.7,73.7,0.212
USGS,USGS 5427850,7/21/2015,56.5,66.3,0.216
USGS,USGS 5427850,7/22/2015,49.6,60,0.221
USGS,USGS 5427850,7/23/2015,43.7,54,0.225
USGS,USGS 5427850,7/24/2015,34.8,45.5,0.23
USGS,USGS 5427850,7/25/2015,49,60.3,0.234
USGS,USGS 5427850,7/26/2015,45.8,58.2,0.239
USGS,USGS 5427850,7/27/2015,37.7,49.2,0.243
USGS,USGS 5427850,7/28/2015,37.7,56,0.248
USGS,USGS 5427850,7/29/2015,25.1,34.3,0.252
USGS,USGS 5427850,7/30/2015,48.1,66.4,0.257
USGS,USGS 5427850,7/31/2015,45.1,65,0.261
USGS,USGS 5427850,8/1/2015,37.7,54.5,0.266
USGS,USGS 5427850,8/2/2015,21.2,31.5,0.27
USGS,USGS 5427850,8/3/2015,49.6,72.6,0.275
USGS,USGS 5427850,8/4/2015,40.2,62.2,0.279
USGS,USGS 5427850,8/5/2015,39.7,59.3,0.283
USGS,USGS 5427850,8/6/2015,30.5,50.1,0.288
USGS,USGS 5427850,8/7/2015,37.9,54.5,0.292
