Source_ID,Site_ID,sampledate,Q_cfs,SRP_mgL,SRP_lbday
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,6/26/2013,,0.076,
USGS,USGS 5427850,6/27/2013,509,0.121,328
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,6/27/2013,,0.095,
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,6/27/2013,,0.133,
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,6/27/2013,,0.134,
USGS,USGS 5427850,6/28/2013,254,0.0917,130
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,6/28/2013,,0.096,
USGS,USGS 5427850,6/29/2013,151,0.0623,51.4
USGS,USGS 5427850,6/30/2013,127,0.0441,30.5
USGS,USGS 5427850,7/1/2013,112,0.0355,21.7
USGS,USGS 5427850,7/2/2013,101,0.0295,16.1
USGS,USGS 5427850,7/3/2013,95.2,0.0246,12.6
USGS,USGS 5427850,7/4/2013,90.1,0.0236,11.5
USGS,USGS 5427850,7/5/2013,84.7,0.0245,11.2
USGS,USGS 5427850,7/6/2013,90.5,0.0255,12.5
USGS,USGS 5427850,7/7/2013,85.9,0.0265,12.3
USGS,USGS 5427850,7/8/2013,112,0.0276,16.7
USGS,USGS 5427850,7/9/2013,114,0.0732,47
USGS,USGS 5427850,7/10/2013,181,0.0625,61.6
USGS,USGS 5427850,7/11/2013,128,0.0408,28.9
USGS,USGS 5427850,7/12/2013,96.5,0.0206,10.7
USGS,USGS 5427850,7/13/2013,95.4,0.00988,4.97
USGS,USGS 5427850,7/14/2013,89.1,0.00472,2.27
USGS,USGS 5427850,7/15/2013,83.9,0.00226,1.04
USGS,USGS 5427850,7/16/2013,83.7,0.00114,0.52
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,7/16/2013,,0,
USGS,USGS 5427850,7/17/2013,86.8,0.00103,0.49
USGS,USGS 5427850,7/18/2013,66.2,0.00107,0.39
USGS,USGS 5427850,7/19/2013,98.7,0.00112,0.6
USGS,USGS 5427850,7/20/2013,93.8,0.00116,0.59
USGS,USGS 5427850,7/21/2013,89.7,0.00121,0.59
USGS,USGS 5427850,7/22/2013,91.5,0.00126,0.62
USGS,USGS 5427850,7/23/2013,130,0.00131,0.92
USGS,USGS 5427850,7/24/2013,86.2,0.00136,0.64
USGS,USGS 5427850,7/25/2013,67.2,0.00142,0.52
USGS,USGS 5427850,7/26/2013,103,0.00148,0.83
USGS,USGS 5427850,7/27/2013,86.5,0.00154,0.72
USGS,USGS 5427850,7/28/2013,89.4,0.0016,0.77
USGS,USGS 5427850,7/29/2013,83.9,0.00166,0.75
USGS,USGS 5427850,7/30/2013,78.1,0.00173,0.73
USGS,USGS 5427850,7/31/2013,80.6,0.0018,0.79
USGS,USGS 5427850,8/1/2013,76.9,0.00187,0.78
USGS,USGS 5427850,8/2/2013,75.2,0.00195,0.79
USGS,USGS 5427850,8/3/2013,67,0.00203,0.74
USGS,USGS 5427850,8/4/2013,61.4,0.00211,0.7
USGS,USGS 5427850,8/5/2013,65.2,0.00219,0.78
USGS,USGS 5427850,8/6/2013,64.1,0.00228,0.79
USGS,USGS 5427850,8/7/2013,73.3,0.00238,0.94
USGS,USGS 5427850,8/8/2013,61.6,0.00247,0.82
USGS,USGS 5427850,8/9/2013,65.1,0.00257,0.91
USGS,USGS 5427850,8/10/2013,62.9,0.00268,0.91
USGS,USGS 5427850,8/11/2013,59.9,0.00278,0.9
USGS,USGS 5427850,8/12/2013,57.8,0.0029,0.91
USGS,USGS 5427850,8/13/2013,59.3,0.00299,0.96
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,8/13/2013,,0.0031,
USGS,USGS 5427850,8/14/2013,56.4,0.003,0.91
USGS,USGS 5427850,8/15/2013,58.1,0.003,0.94
USGS,USGS 5427850,8/16/2013,56.7,0.003,0.92
USGS,USGS 5427850,8/17/2013,50.4,0.003,0.82
USGS,USGS 5427850,8/18/2013,53.8,0.003,0.87
USGS,USGS 5427850,8/19/2013,55.7,0.003,0.9
USGS,USGS 5427850,8/20/2013,44.3,0.003,0.72
USGS,USGS 5427850,8/21/2013,48.3,0.003,0.78
USGS,USGS 5427850,8/22/2013,78.4,0.0161,8.11
USGS,USGS 5427850,8/23/2013,105,0.0357,21.1
USGS,USGS 5427850,8/24/2013,64.7,0.012,4.39
USGS,USGS 5427850,8/25/2013,54.6,0.00411,1.13
USGS,USGS 5427850,8/26/2013,59,0.003,0.96
USGS,USGS 5427850,8/27/2013,55.1,0.003,0.89
USGS,USGS 5427850,8/28/2013,57,0.003,0.92
USGS,USGS 5427850,8/29/2013,44.3,0.003,0.72
USGS,USGS 5427850,8/30/2013,64,0.003,1.04
USGS,USGS 5427850,8/31/2013,46.1,0.003,0.75
USGS,USGS 5427850,9/1/2013,53.2,0.003,0.86
USGS,USGS 5427850,9/2/2013,55.9,0.003,0.91
USGS,USGS 5427850,9/3/2013,51.4,0.003,0.83
USGS,USGS 5427850,9/4/2013,54.6,0.003,0.88
USGS,USGS 5427850,9/5/2013,46.2,0.003,0.75
USGS,USGS 5427850,9/6/2013,46.2,0.003,0.75
USGS,USGS 5427850,9/7/2013,62.4,0.003,1.01
USGS,USGS 5427850,9/8/2013,46.6,0.003,0.76
USGS,USGS 5427850,9/9/2013,40.6,0.003,0.66
USGS,USGS 5427850,9/10/2013,44.7,0.003,0.72
USGS,USGS 5427850,9/11/2013,61.3,0.003,0.99
USGS,USGS 5427850,9/12/2013,60.3,0.003,0.98
USGS,USGS 5427850,9/13/2013,47.8,0.003,0.77
USGS,USGS 5427850,9/14/2013,39.6,0.003,0.64
USGS,USGS 5427850,9/15/2013,75,0.003,1.21
USGS,USGS 5427850,9/16/2013,54.7,0.003,0.89
USGS,USGS 5427850,9/17/2013,48.5,0.003,0.79
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,9/17/2013,,0.0029,
USGS,USGS 5427850,9/18/2013,53.7,0.003,0.87
USGS,USGS 5427850,9/19/2013,37.5,0.003,0.61
USGS,USGS 5427850,9/20/2013,111,0.0138,10
USGS,USGS 5427850,9/21/2013,103,0.0239,14.8
USGS,USGS 5427850,9/22/2013,68.6,0.00544,2.09
USGS,USGS 5427850,9/23/2013,62.3,0.00306,1.03
USGS,USGS 5427850,9/24/2013,60.3,0.00305,1
USGS,USGS 5427850,9/25/2013,56.1,0.00304,0.92
USGS,USGS 5427850,9/26/2013,55.4,0.00304,0.91
USGS,USGS 5427850,9/27/2013,53.9,0.00303,0.88
USGS,USGS 5427850,9/28/2013,36.3,0.00302,0.59
USGS,USGS 5427850,9/29/2013,69.7,0.00301,1.13
USGS,USGS 5427850,9/30/2013,47.5,0.003,0.77
USGS,USGS 5427850,10/1/2013,62.2,0.00301,0.99
USGS,USGS 5427850,10/2/2013,55.2,0.00304,0.93
USGS,USGS 5427850,10/3/2013,53.9,0.00307,0.87
USGS,USGS 5427850,10/4/2013,60.5,0.0031,0.98
USGS,USGS 5427850,10/5/2013,36.8,0.00313,0.62
USGS,USGS 5427850,10/6/2013,67.5,0.00316,1.14
USGS,USGS 5427850,10/7/2013,71.2,0.00319,1.19
USGS,USGS 5427850,10/8/2013,50.7,0.00322,0.86
USGS,USGS 5427850,10/9/2013,62.2,0.00325,1.08
USGS,USGS 5427850,10/10/2013,57.8,0.00329,1.01
USGS,USGS 5427850,10/11/2013,49.2,0.00332,0.84
USGS,USGS 5427850,10/12/2013,56.1,0.00335,1.06
USGS,USGS 5427850,10/13/2013,63.9,0.00339,1.17
USGS,USGS 5427850,10/14/2013,59.5,0.00342,1.14
USGS,USGS 5427850,10/15/2013,38.5,0.00345,0.78
USGS,USGS 5427850,10/16/2013,81.2,0.00349,1.56
USGS,USGS 5427850,10/17/2013,62.1,0.00352,1.15
USGS,USGS 5427850,10/18/2013,61.4,0.00355,1.17
USGS,USGS 5427850,10/19/2013,53.1,0.00359,1.18
USGS,USGS 5427850,10/20/2013,58.4,0.00363,1.14
USGS,USGS 5427850,10/21/2013,73.4,0.00366,1.49
USGS,USGS 5427850,10/22/2013,67.2,0.0037,1.36
USGS,USGS 5427850,10/23/2013,58.5,0.00373,1.23
USGS,USGS 5427850,10/24/2013,54,0.00377,1.19
USGS,USGS 5427850,10/25/2013,40,0.00381,-0.11
USGS,USGS 5427850,10/26/2013,125,0.00384,2.57
USGS,USGS 5427850,10/27/2013,53.6,0.00388,1.08
USGS,USGS 5427850,10/28/2013,80.4,0.00392,1.72
USGS,USGS 5427850,10/29/2013,50.7,0.00396,1.16
USGS,USGS 5427850,10/30/2013,59.5,0.00399,1.39
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,10/30/2013,,0.004,
USGS,USGS 5427850,10/31/2013,53.3,0.004,1.14
USGS,USGS 5427850,11/1/2013,89.8,0.004,1.92
USGS,USGS 5427850,11/2/2013,70.5,0.004,1.5
USGS,USGS 5427850,11/3/2013,56.6,0.004,1.18
USGS,USGS 5427850,11/4/2013,63.7,0.00401,1.32
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,11/4/2013,,0.0036,
USGS,USGS 5427850,11/5/2013,49.8,0.00427,1.11
USGS,USGS 5427850,11/6/2013,109,0.00463,2.78
USGS,USGS 5427850,11/7/2013,85.5,0.00503,2.31
USGS,USGS 5427850,11/8/2013,33.8,0.00546,1.04
USGS,USGS 5427850,11/9/2013,91.1,0.00592,2.98
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,11/9/2013,,0.0057,
USGS,USGS 5427850,11/10/2013,68.4,0.00644,2.31
USGS,USGS 5427850,11/11/2013,94.9,0.0069,3.59
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,11/11/2013,,0.0065,
USGS,USGS 5427850,11/12/2013,57.3,0.00681,2.18
USGS,USGS 5427850,11/13/2013,14.4,0.00664,0.53
USGS,USGS 5427850,11/14/2013,114,0.00646,3.95
USGS,USGS 5427850,11/15/2013,73.8,0.0063,2.51
USGS,USGS 5427850,11/16/2013,28.4,0.00613,0.95
USGS,USGS 5427850,11/17/2013,110,0.00639,3.58
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,11/17/2013,,0.0056,
USGS,USGS 5427850,11/18/2013,150,0.00839,6.81
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,11/18/2013,,0.0085,
USGS,USGS 5427850,11/19/2013,95.8,0.0104,5.24
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,11/19/2013,,0.0113,
USGS,USGS 5427850,11/20/2013,80.3,0.00926,4.12
USGS,USGS 5427850,11/21/2013,92.6,0.00767,3.85
USGS,USGS 5427850,11/22/2013,69.3,0.00635,2.4
USGS,USGS 5427850,11/23/2013,76.8,0.00526,2.15
USGS,USGS 5427850,11/24/2013,40.7,0.00435,0.99
USGS,USGS 5427850,11/25/2013,76,0.0036,1.49
USGS,USGS 5427850,11/26/2013,71.4,0.00307,1.17
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,11/26/2013,,0.0025,
USGS,USGS 5427850,11/27/2013,53.4,0.00307,0.86
USGS,USGS 5427850,11/28/2013,62.6,0.00314,1.05
USGS,USGS 5427850,11/29/2013,56.5,0.00321,0.97
USGS,USGS 5427850,11/30/2013,66.8,0.00329,1.2
USGS,USGS 5427850,12/1/2013,72.2,0.00337,1.32
USGS,USGS 5427850,12/2/2013,68.4,0.00345,1.28
USGS,USGS 5427850,12/3/2013,73.1,0.00353,1.4
USGS,USGS 5427850,12/4/2013,47.2,0.00361,0.94
USGS,USGS 5427850,12/5/2013,74,0.0037,1.48
USGS,USGS 5427850,12/6/2013,62,0.00378,1.27
USGS,USGS 5427850,12/7/2013,46,0.00387,0.96
USGS,USGS 5427850,12/8/2013,48,0.00396,1.03
USGS,USGS 5427850,12/9/2013,48,0.00406,1.05
USGS,USGS 5427850,12/10/2013,44,0.00415,0.99
USGS,USGS 5427850,12/11/2013,48,0.00425,1.1
USGS,USGS 5427850,12/12/2013,48,0.00435,1.13
USGS,USGS 5427850,12/13/2013,50,0.00445,1.2
USGS,USGS 5427850,12/14/2013,54,0.00456,1.33
USGS,USGS 5427850,12/15/2013,56,0.00467,1.41
USGS,USGS 5427850,12/16/2013,54,0.00478,1.39
USGS,USGS 5427850,12/17/2013,60,0.00489,1.58
USGS,USGS 5427850,12/18/2013,58,0.00501,1.57
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,12/18/2013,,0.0051,
USGS,USGS 5427850,12/19/2013,60,0.00518,1.68
USGS,USGS 5427850,12/20/2013,58,0.00537,1.68
USGS,USGS 5427850,12/21/2013,58,0.00555,1.74
USGS,USGS 5427850,12/22/2013,60,0.00575,1.86
USGS,USGS 5427850,12/23/2013,60,0.00595,1.93
USGS,USGS 5427850,12/24/2013,48,0.00616,1.6
USGS,USGS 5427850,12/25/2013,52,0.00638,1.79
USGS,USGS 5427850,12/26/2013,54,0.00661,1.93
USGS,USGS 5427850,12/27/2013,54,0.00684,2
USGS,USGS 5427850,12/28/2013,58,0.00708,2.22
USGS,USGS 5427850,12/29/2013,58,0.00733,2.3
USGS,USGS 5427850,12/30/2013,52,0.00759,2.13
USGS,USGS 5427850,12/31/2013,54,0.00785,2.29
USGS,USGS 5427850,1/1/2014,58,0.00813,2.55
USGS,USGS 5427850,1/2/2014,54,0.00842,2.46
USGS,USGS 5427850,1/3/2014,54,0.00871,2.54
USGS,USGS 5427850,1/4/2014,58,0.00902,2.83
USGS,USGS 5427850,1/5/2014,55,0.00934,2.78
USGS,USGS 5427850,1/6/2014,48,0.00967,2.51
USGS,USGS 5427850,1/7/2014,54,0.01,2.92
USGS,USGS 5427850,1/8/2014,60,0.0104,3.36
USGS,USGS 5427850,1/9/2014,68,0.0107,3.94
USGS,USGS 5427850,1/10/2014,76,0.0111,4.56
USGS,USGS 5427850,1/11/2014,85.4,0.0115,5.3
USGS,USGS 5427850,1/12/2014,93.7,0.0119,6.02
USGS,USGS 5427850,1/13/2014,97.4,0.0123,6.48
USGS,USGS 5427850,1/14/2014,81.3,0.0128,5.61
USGS,USGS 5427850,1/15/2014,73.9,0.0132,5.28
USGS,USGS 5427850,1/16/2014,68.9,0.0137,5.09
USGS,USGS 5427850,1/17/2014,64.7,0.0142,4.95
USGS,USGS 5427850,1/18/2014,62.9,0.0146,4.98
USGS,USGS 5427850,1/19/2014,61.5,0.0152,5.04
USGS,USGS 5427850,1/20/2014,55.5,0.0157,4.71
USGS,USGS 5427850,1/21/2014,62.4,0.0162,5.48
USGS,USGS 5427850,1/22/2014,60.6,0.0168,5.51
USGS,USGS 5427850,1/23/2014,59.7,0.0174,5.61
USGS,USGS 5427850,1/24/2014,62.4,0.018,6.08
USGS,USGS 5427850,1/25/2014,64.7,0.0187,6.52
USGS,USGS 5427850,1/26/2014,68.4,0.0193,7.14
USGS,USGS 5427850,1/27/2014,70.7,0.0198,7.58
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,1/27/2014,,0.0199,
USGS,USGS 5427850,1/28/2014,71.6,0.0196,7.57
USGS,USGS 5427850,1/29/2014,63,0.0191,6.51
USGS,USGS 5427850,1/30/2014,65,0.0187,6.57
USGS,USGS 5427850,1/31/2014,58.3,0.0183,5.76
USGS,USGS 5427850,2/1/2014,58.8,0.0179,5.68
USGS,USGS 5427850,2/2/2014,59.2,0.0175,5.6
USGS,USGS 5427850,2/3/2014,55.5,0.0171,5.13
USGS,USGS 5427850,2/4/2014,57.8,0.0167,5.23
USGS,USGS 5427850,2/5/2014,55.5,0.0164,4.91
USGS,USGS 5427850,2/6/2014,52.8,0.016,4.56
USGS,USGS 5427850,2/7/2014,54.6,0.0157,4.62
USGS,USGS 5427850,2/8/2014,52.8,0.0153,4.37
USGS,USGS 5427850,2/9/2014,53.2,0.015,4.31
USGS,USGS 5427850,2/10/2014,50.5,0.0146,3.99
USGS,USGS 5427850,2/11/2014,53.7,0.0143,4.15
USGS,USGS 5427850,2/12/2014,53.7,0.014,4.06
USGS,USGS 5427850,2/13/2014,58.3,0.0137,4.31
USGS,USGS 5427850,2/14/2014,55.1,0.0134,3.99
USGS,USGS 5427850,2/15/2014,50,0.0131,3.54
USGS,USGS 5427850,2/16/2014,53.2,0.0128,3.68
USGS,USGS 5427850,2/17/2014,50,0.0125,3.39
USGS,USGS 5427850,2/18/2014,46.8,0.0123,3.1
USGS,USGS 5427850,2/19/2014,50,0.012,3.25
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,2/19/2014,,0.012,
USGS,USGS 5427850,2/20/2014,38,0.0119,2.46
USGS,USGS 5427850,2/21/2014,44,0.0119,2.82
USGS,USGS 5427850,2/22/2014,46,0.0118,2.94
USGS,USGS 5427850,2/23/2014,44,0.0118,2.8
USGS,USGS 5427850,2/24/2014,36,0.0117,2.28
USGS,USGS 5427850,2/25/2014,28,0.0117,1.77
USGS,USGS 5427850,2/26/2014,28,0.0116,1.76
USGS,USGS 5427850,2/27/2014,24,0.0116,1.5
USGS,USGS 5427850,2/28/2014,32,0.0115,1.99
USGS,USGS 5427850,3/1/2014,20,0.0115,1.24
USGS,USGS 5427850,3/2/2014,18,0.0114,1.11
USGS,USGS 5427850,3/3/2014,22,0.0114,1.35
USGS,USGS 5427850,3/4/2014,24,0.0113,1.47
USGS,USGS 5427850,3/5/2014,22,0.0112,1.34
USGS,USGS 5427850,3/6/2014,20,0.0112,1.21
USGS,USGS 5427850,3/7/2014,20,0.0112,1.2
USGS,USGS 5427850,3/8/2014,16,0.0111,0.96
USGS,USGS 5427850,3/9/2014,18,0.011,1.07
USGS,USGS 5427850,3/10/2014,12,0.011,0.71
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,3/10/2014,,0.0105,
USGS,USGS 5427850,3/11/2014,8.03,0.0107,0.47
USGS,USGS 5427850,3/12/2014,25,0.0104,1.58
USGS,USGS 5427850,3/13/2014,21,0.0102,1.29
USGS,USGS 5427850,3/14/2014,59.7,0.0222,8.07
USGS,USGS 5427850,3/15/2014,197,0.351,520
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,3/15/2014,,0.499,
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,3/15/2014,,0.607,
USGS,USGS 5427850,3/16/2014,363,0.65,1270
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,3/16/2014,,0.669,
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,3/16/2014,,0.642,
USGS,USGS 5427850,3/17/2014,270,0.649,945
USGS,USGS 5427850,3/18/2014,161,0.642,561
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,3/18/2014,,0.655,
USGS,USGS 5427850,3/19/2014,159,0.585,501
USGS,USGS 5427850,3/20/2014,200,0.529,570
USGS,USGS 5427850,3/21/2014,165,0.477,427
USGS,USGS 5427850,3/22/2014,133,0.407,292
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,3/22/2014,,0.44,
USGS,USGS 5427850,3/23/2014,99.2,0.294,158
USGS,USGS 5427850,3/24/2014,73.8,0.21,84.7
USGS,USGS 5427850,3/25/2014,81.7,0.15,67
USGS,USGS 5427850,3/26/2014,61.2,0.107,35.6
USGS,USGS 5427850,3/27/2014,75.9,0.0762,30.8
USGS,USGS 5427850,3/28/2014,109,0.055,31.9
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,3/28/2014,,0.0492,
USGS,USGS 5427850,3/29/2014,110,0.0626,36.2
USGS,USGS 5427850,3/30/2014,83.9,0.0877,41
USGS,USGS 5427850,3/31/2014,87.3,0.106,50.4
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,3/31/2014,,0.117,
USGS,USGS 5427850,4/1/2014,84.7,0.0778,31.7
USGS,USGS 5427850,4/2/2014,105,0.0541,31.4
USGS,USGS 5427850,4/3/2014,71.7,0.0396,14.2
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/3/2014,,0.0401,
USGS,USGS 5427850,4/4/2014,55.5,0.0347,9.83
USGS,USGS 5427850,4/5/2014,76.1,0.0307,12.4
USGS,USGS 5427850,4/6/2014,63.9,0.0272,9.27
USGS,USGS 5427850,4/7/2014,74.9,0.0242,9.59
USGS,USGS 5427850,4/8/2014,69.5,0.0214,7.94
USGS,USGS 5427850,4/9/2014,47.4,0.019,4.87
USGS,USGS 5427850,4/10/2014,82.4,0.0168,7.07
USGS,USGS 5427850,4/11/2014,64,0.0149,5.11
USGS,USGS 5427850,4/12/2014,72.7,0.0122,5.28
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/12/2014,,0.0128,
USGS,USGS 5427850,4/13/2014,146,0.00382,2.45
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/13/2014,,0.0022,
USGS,USGS 5427850,4/14/2014,317,0.00383,7.21
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/14/2014,,0.002,
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/14/2014,,0.0074,
USGS,USGS 5427850,4/15/2014,338,0.0394,67.9
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/15/2014,,0.0326,
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/15/2014,,0.0681,
USGS,USGS 5427850,4/16/2014,154,0.0771,63.4
USGS,USGS 5427850,4/17/2014,132,0.0858,60.7
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/17/2014,,0.0921,
USGS,USGS 5427850,4/18/2014,99.4,0.0668,36.7
USGS,USGS 5427850,4/19/2014,80.2,0.0501,21.3
USGS,USGS 5427850,4/20/2014,91.8,0.0376,18.4
USGS,USGS 5427850,4/21/2014,88.6,0.0282,12.9
USGS,USGS 5427850,4/22/2014,80.7,0.0212,9.49
USGS,USGS 5427850,4/23/2014,78.2,0.0159,6.56
USGS,USGS 5427850,4/24/2014,77.3,0.0119,5.44
USGS,USGS 5427850,4/25/2014,95.6,0.00895,4.62
USGS,USGS 5427850,4/26/2014,111,0.00656,3.9
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/26/2014,,0.0072,
USGS,USGS 5427850,4/27/2014,65.5,0.0044,2.25
USGS,USGS 5427850,4/28/2014,103,0.00299,1.66
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/28/2014,,0.0033,
USGS,USGS 5427850,4/29/2014,124,0.00227,1.53
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,4/29/2014,,0.0024,
USGS,USGS 5427850,4/30/2014,132,0.00151,1.07
USGS,USGS 5427850,5/1/2014,113,0.00106,0.65
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,5/1/2014,,0,
USGS,USGS 5427850,5/2/2014,97.4,0.00124,0.64
USGS,USGS 5427850,5/3/2014,86.8,0.00147,0.67
USGS,USGS 5427850,5/4/2014,86.4,0.00174,0.82
USGS,USGS 5427850,5/5/2014,82.2,0.00206,0.94
USGS,USGS 5427850,5/6/2014,79.6,0.00244,1.02
USGS,USGS 5427850,5/7/2014,61.7,0.00289,0.91
USGS,USGS 5427850,5/8/2014,46.2,0.00343,0.8
USGS,USGS 5427850,5/9/2014,70.9,0.0029,0.81
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,5/9/2014,,0.0043,
USGS,USGS 5427850,5/10/2014,86.2,0.001,0.46
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,5/10/2014,,0,
USGS,USGS 5427850,5/11/2014,77.9,0.001,0.41
USGS,USGS 5427850,5/12/2014,98.5,0.001,0.56
USGS,USGS 5427850,5/13/2014,158,0.001,0.84
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,5/13/2014,,0,
USGS,USGS 5427850,5/14/2014,121,0.001,0.66
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,5/14/2014,,0,
USGS,USGS 5427850,5/15/2014,93.1,0.001,0.51
USGS,USGS 5427850,5/16/2014,79.2,0.001,0.43
USGS,USGS 5427850,5/17/2014,67.8,0.001,0.38
USGS,USGS 5427850,5/18/2014,80.9,0.001,0.43
USGS,USGS 5427850,5/19/2014,67.8,0.001,0.41
USGS,USGS 5427850,5/20/2014,88.1,0.001,0.43
USGS,USGS 5427850,5/21/2014,66.8,0.001,0.36
USGS,USGS 5427850,5/22/2014,61.5,0.001,0.34
USGS,USGS 5427850,5/23/2014,59.3,0.001,0.29
USGS,USGS 5427850,5/24/2014,60,0.001,0.32
USGS,USGS 5427850,5/25/2014,56,0.001,0.3
USGS,USGS 5427850,5/26/2014,63.2,0.001,0.33
USGS,USGS 5427850,5/27/2014,59.8,0.001,0.3
USGS,USGS 5427850,5/28/2014,84.1,0.001,0.44
USGS,USGS 5427850,5/29/2014,67.5,0.001,0.36
USGS,USGS 5427850,5/30/2014,60.9,0.001,0.32
USGS,USGS 5427850,5/31/2014,50.9,0.001,0.26
USGS,USGS 5427850,6/1/2014,48.1,0.001,0.26
USGS,USGS 5427850,6/2/2014,179,0.001,0.95
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,6/2/2014,,0,
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,6/2/2014,,0,
USGS,USGS 5427850,6/3/2014,259,0.00287,3.75
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,6/3/2014,,0,
USGS,USGS 5427850,6/4/2014,143,0.0122,9.38
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,6/4/2014,,0.0133,
USGS,USGS 5427850,6/5/2014,81.5,0.0108,4.86
USGS,USGS 5427850,6/6/2014,74.4,0.00951,3.77
USGS,USGS 5427850,6/7/2014,78.7,0.00839,3.36
USGS,USGS 5427850,6/8/2014,72.9,0.0074,3.01
USGS,USGS 5427850,6/9/2014,67.5,0.00653,2.38
USGS,USGS 5427850,6/10/2014,68,0.00576,2.13
USGS,USGS 5427850,6/11/2014,54.4,0.00508,1.45
USGS,USGS 5427850,6/12/2014,55.8,0.00448,1.16
USGS,USGS 5427850,6/13/2014,64.5,0.00395,1.38
USGS,USGS 5427850,6/14/2014,48.5,0.00349,0.88
USGS,USGS 5427850,6/15/2014,46.2,0.00309,0.73
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,6/15/2014,,0.0029,
USGS,USGS 5427850,6/16/2014,58.7,0.003,0.96
USGS,USGS 5427850,6/17/2014,61.5,0.003,0.87
USGS,USGS 5427850,6/18/2014,103,0.003,1.67
USGS,USGS 5427850,6/19/2014,197,0.00305,3.29
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,6/19/2014,,0.0025,
USGS,USGS 5427850,6/20/2014,244,0.00408,5.53
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,6/20/2014,,0.0039,
USGS,USGS 5427850,6/21/2014,324,0.0283,49
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,6/21/2014,,0.0077,
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,6/21/2014,,0.0456,
USGS,USGS 5427850,6/22/2014,202,0.074,79
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,6/22/2014,,0.0718,
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,6/22/2014,,0.0804,
USGS,USGS 5427850,6/23/2014,130,0.0596,41.8
USGS,USGS 5427850,6/24/2014,111,0.037,22.7
USGS,USGS 5427850,6/25/2014,91.5,0.0225,11.1
USGS,USGS 5427850,6/26/2014,75.2,0.0132,5.45
USGS,USGS 5427850,6/27/2014,59.4,0.00767,2.42
USGS,USGS 5427850,6/28/2014,60.1,0.00447,1.41
USGS,USGS 5427850,6/29/2014,64.2,0.00261,0.92
USGS,USGS 5427850,6/30/2014,113,0.00152,0.98
USGS,USGS 5427850,7/1/2014,192,0.00182,1.97
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,7/1/2014,,0,
USGS,USGS 5427850,7/2/2014,191,0.00262,2.76
Mendota Yahara Tributary Study 2012-2015,WIDNR 133040,7/2/2014,,0.0042,
