# ---------------------------------- WARNING ----------------------------------------,,,,,,,,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,,,,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,,,,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,,,,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,,,,,,,,
# for any damages resulting from its use.,,,,,,,,,,,,
#,,,,,,,,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,,,,,,
#,,,,,,,,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,,,,,,
#,,,,,,,,,,,,
# Contact:   gs-w_waterdata_support@usgs.gov,,,,,,,,,,,,
# retrieved: 2023-04-12 15:50:48 EDT       (sdww01),,,,,,,,,,,,
#,,,,,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,,,,,
"#    USGS 05427850 YAHARA RIVER AT STATE HIGHWAY 113 AT MADISON, WI",,,,,,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,,,,,
#,,,,,,,,,,,,
# Data provided for site 05427850,,,,,,,,,,,,
#            TS   parameter     statistic     Description,,,,,,,,,,,,
"#        154921       00060     00003     Discharge, cubic feet per second (Mean)",,,,,,,,,,,,
"#        223623       00671     00003     Orthophosphate, water, filtered, milligrams per liter as phosphorus (Mean)",,,,,,,,,,,,
"#        223624       91050     00003     Phosphorus, water, unfiltered, pounds of phosphorus per day (Mean)",,,,,,,,,,,,
"#        223625       00665     00003     Phosphorus, water, unfiltered, milligrams per liter as phosphorus (Mean)",,,,,,,,,,,,
"#        232446       91060     00003     Orthophosphate, water, dissolved, pounds per day (Mean)",,,,,,,,,,,,
#,,,,,,,,,,,,
# Data-value qualification codes included in this output:,,,,,,,,,,,,
#        ,,,,,,,,,,,,
#     A  Approved for publication -- Processing and review completed.,,,,,,,,,,,,
#     P  Provisional data subject to revision.,,,,,,,,,,,,
#     e  Value has been estimated.,,,,,,,,,,,,
# ,,,,,,,,,,,,
agency_cd,site_no,sampledate,"Discharge, cubic feet per second (Mean)",154921_00060_00003_cd,"Orthophosphate, water, filtered, milligrams per liter as phosphorus (Mean)",223623_00671_00003_cd,"Phosphorus, water, unfiltered, pounds of phosphorus per day (Mean)",223624_91050_00003_cd,"Phosphorus, water, unfiltered, milligrams per liter as phosphorus (Mean)",223625_00665_00003_cd,"Orthophosphate, water, dissolved, pounds per day (Mean)",232446_91060_00003_cd
USGS,5427850,8/20/2013,44.3,A,0.003,A,24.1,A,0.1,A,0.72,A
USGS,5427850,8/21/2013,48.3,A,0.003,A,26.7,A,0.102,A,0.78,A
USGS,5427850,8/22/2013,78.4,A,0.0161,A,53.1,A,0.123,A,8.11,A
USGS,5427850,8/23/2013,105,A,0.0357,A,78.2,A,0.137,A,21.1,A
USGS,5427850,8/24/2013,64.7,A,0.012,A,39.2,A,0.111,A,4.39,A
USGS,5427850,8/25/2013,54.6,A,0.00411,A,26.5,A,0.0911,A,1.13,A
USGS,5427850,8/26/2013,59,A,0.003,A,27.3,A,0.0858,A,0.96,A
USGS,5427850,8/27/2013,55.1,A,0.003,A,25.1,A,0.0847,A,0.89,A
USGS,5427850,8/28/2013,57,A,0.003,A,25.7,A,0.0835,A,0.92,A
USGS,5427850,8/29/2013,44.3,A,0.003,A,19.7,A,0.0824,A,0.72,A
USGS,5427850,8/30/2013,64,A,0.003,A,28.1,A,0.0813,A,1.04,A
USGS,5427850,8/31/2013,46.1,A,0.003,A,20,A,0.0803,A,0.75,A
USGS,5427850,9/1/2013,53.2,A,0.003,A,22.7,A,0.0792,A,0.86,A
USGS,5427850,9/2/2013,55.9,A,0.003,A,23.6,A,0.0782,A,0.91,A
USGS,5427850,9/3/2013,51.4,A,0.003,A,21.4,A,0.0771,A,0.83,A
USGS,5427850,9/4/2013,54.6,A,0.003,A,22.4,A,0.0761,A,0.88,A
USGS,5427850,9/5/2013,46.2,A,0.003,A,18.8,A,0.0751,A,0.75,A
USGS,5427850,9/6/2013,46.2,A,0.003,A,18.5,A,0.0741,A,0.75,A
USGS,5427850,9/7/2013,62.4,A,0.003,A,24.6,A,0.0731,A,1.01,A
USGS,5427850,9/8/2013,46.6,A,0.003,A,18.2,A,0.0721,A,0.76,A
USGS,5427850,9/9/2013,40.6,A,0.003,A,15.6,A,0.0712,A,0.66,A
USGS,5427850,9/10/2013,44.7,A,0.003,A,16.9,A,0.0702,A,0.72,A
USGS,5427850,9/11/2013,61.3,A,0.003,A,23,A,0.0693,A,0.99,A
USGS,5427850,9/12/2013,60.3,A,0.003,A,22.3,A,0.0684,A,0.98,A
USGS,5427850,9/13/2013,47.8,A,0.003,A,17.4,A,0.0675,A,0.77,A
USGS,5427850,9/14/2013,39.6,A,0.003,A,14.2,A,0.0666,A,0.64,A
USGS,5427850,9/15/2013,75,A,0.003,A,26.6,A,0.0657,A,1.21,A
USGS,5427850,9/16/2013,54.7,A,0.003,A,19.2,A,0.0648,A,0.89,A
USGS,5427850,9/17/2013,48.5,A,0.003,A,16.8,A,0.0641,A,0.79,A
USGS,5427850,9/18/2013,53.7,A,0.003,A,18.6,A,0.0642,A,0.87,A
USGS,5427850,9/19/2013,37.5,A,0.003,A,13.1,A,0.0644,A,0.61,A
USGS,5427850,9/20/2013,111,A,0.0138,A,54.1,A,0.0851,A,10,A
USGS,5427850,9/21/2013,103,A,0.0239,A,55.2,A,0.0962,A,14.8,A
USGS,5427850,9/22/2013,68.6,A,0.00544,A,30.2,A,0.0813,A,2.09,A
USGS,5427850,9/23/2013,62.3,A,0.00306,A,25.8,A,0.0768,A,1.03,A
USGS,5427850,9/24/2013,60.3,A,0.00305,A,23.6,A,0.0725,A,1,A
USGS,5427850,9/25/2013,56.1,A,0.00304,A,20.8,A,0.0685,A,0.92,A
USGS,5427850,9/26/2013,55.4,A,0.00304,A,19.3,A,0.0647,A,0.91,A
USGS,5427850,9/27/2013,53.9,A,0.00303,A,17.8,A,0.0611,A,0.88,A
USGS,5427850,9/28/2013,36.3,A,0.00302,A,11.1,A,0.0577,A,0.59,A
USGS,5427850,9/29/2013,69.7,A,0.00301,A,20.6,A,0.0545,A,1.13,A
USGS,5427850,9/30/2013,47.5,A,0.003,A,13.1,A,0.0515,A,0.77,A
USGS,5427850,10/1/2013,62.2,A,0.00301,A,16,A,0.0492,A,0.99,A
USGS,5427850,10/2/2013,55.2,A,0.00304,A,14.6,A,0.0477,A,0.93,A
USGS,5427850,10/3/2013,53.9,A,0.00307,A,13,A,0.0462,A,0.87,A
USGS,5427850,10/4/2013,60.5,A,0.0031,A,14.2,A,0.0448,A,0.98,A
USGS,5427850,10/5/2013,36.8,A,0.00313,A,8.58,A,0.0435,A,0.62,A
USGS,5427850,10/6/2013,67.5,A,0.00316,A,15.2,A,0.0421,A,1.14,A
USGS,5427850,10/7/2013,71.2,A,0.00319,A,15.3,A,0.0408,A,1.19,A
USGS,5427850,10/8/2013,50.7,A,0.00322,A,10.5,A,0.0396,A,0.86,A
USGS,5427850,10/9/2013,62.2,A,0.00325,A,12.7,A,0.0384,A,1.08,A
USGS,5427850,10/10/2013,57.8,A,0.00329,A,11.4,A,0.0372,A,1.01,A
USGS,5427850,10/11/2013,49.2,A,0.00332,A,9.08,A,0.036,A,0.84,A
USGS,5427850,10/12/2013,56.1,A,0.00335,A,11,A,0.035,A,1.06,A
USGS,5427850,10/13/2013,63.9,A,0.00339,A,11.7,A,0.0339,A,1.17,A
USGS,5427850,10/14/2013,59.5,A,0.00342,A,10.9,A,0.0328,A,1.14,A
USGS,5427850,10/15/2013,38.5,A,0.00345,A,7.15,A,0.0318,A,0.78,A
USGS,5427850,10/16/2013,81.2,A,0.00349,A,13.8,A,0.0308,A,1.56,A
USGS,5427850,10/17/2013,62.1,A,0.00352,A,9.76,A,0.0299,A,1.15,A
USGS,5427850,10/18/2013,61.4,A,0.00355,A,9.46,A,0.029,A,1.17,A
USGS,5427850,10/19/2013,53.1,A,0.00359,A,9.18,A,0.0281,A,1.18,A
USGS,5427850,10/20/2013,58.4,A,0.00363,A,8.58,A,0.0272,A,1.14,A
USGS,5427850,10/21/2013,73.4,A,0.00366,A,10.7,A,0.0264,A,1.49,A
USGS,5427850,10/22/2013,67.2,A,0.0037,A,9.4,A,0.0256,A,1.36,A
USGS,5427850,10/23/2013,58.5,A,0.00373,A,8.17,A,0.0248,A,1.23,A
USGS,5427850,10/24/2013,54,A:e,0.00377,A,7.58,A,0.024,A,1.19,A
USGS,5427850,10/25/2013,40,A:e,0.00381,A,-0.63,A,0.0233,A,-0.11,A
USGS,5427850,10/26/2013,125,A,0.00384,A,15.1,A,0.0226,A,2.57,A
USGS,5427850,10/27/2013,53.6,A,0.00388,A,6.04,A,0.0219,A,1.08,A
USGS,5427850,10/28/2013,80.4,A,0.00392,A,9.37,A,0.0212,A,1.72,A
USGS,5427850,10/29/2013,50.7,A,0.00396,A,6.03,A,0.0206,A,1.16,A
USGS,5427850,10/30/2013,59.5,A,0.00399,A,7.21,A,0.0207,A,1.39,A
USGS,5427850,10/31/2013,53.3,A,0.004,A,6.99,A,0.0243,A,1.14,A
USGS,5427850,11/1/2013,89.8,A,0.004,A,14.2,A,0.0292,A,1.92,A
USGS,5427850,11/2/2013,70.5,A,0.004,A,13.1,A,0.035,A,1.5,A
USGS,5427850,11/3/2013,56.6,A,0.004,A,12.3,A,0.0419,A,1.18,A
USGS,5427850,11/4/2013,63.7,A,0.00401,A,16.6,A,0.0499,A,1.32,A
USGS,5427850,11/5/2013,49.8,A,0.00427,A,14.1,A,0.0535,A,1.11,A
USGS,5427850,11/6/2013,109,A,0.00463,A,33.3,A,0.0554,A,2.78,A
USGS,5427850,11/7/2013,85.5,A,0.00503,A,26.4,A,0.0574,A,2.31,A
USGS,5427850,11/8/2013,33.8,A,0.00546,A,11.6,A,0.0595,A,1.04,A
USGS,5427850,11/9/2013,91.1,A,0.00592,A,30.9,A,0.0618,A,2.98,A
USGS,5427850,11/10/2013,68.4,A,0.00644,A,23.5,A,0.0656,A,2.31,A
USGS,5427850,11/11/2013,94.9,A,0.0069,A,35.7,A,0.0683,A,3.59,A
USGS,5427850,11/12/2013,57.3,A,0.00681,A,19.7,A,0.0616,A,2.18,A
USGS,5427850,11/13/2013,14.4,A,0.00664,A,4.32,A,0.0542,A,0.53,A
USGS,5427850,11/14/2013,114,A,0.00646,A,29.1,A,0.0477,A,3.95,A
USGS,5427850,11/15/2013,73.8,A,0.0063,A,16.8,A,0.0419,A,2.51,A
USGS,5427850,11/16/2013,28.4,A,0.00613,A,5.85,A,0.0369,A,0.95,A
USGS,5427850,11/17/2013,110,A,0.00639,A,20,A,0.0358,A,3.58,A
USGS,5427850,11/18/2013,150,A,0.00839,A,39,A,0.048,A,6.81,A
USGS,5427850,11/19/2013,95.8,A,0.0104,A,23.4,A,0.0456,A,5.24,A
USGS,5427850,11/20/2013,80.3,A,0.00926,A,19.3,A,0.0427,A,4.12,A
USGS,5427850,11/21/2013,92.6,A,0.00767,A,20.6,A,0.0413,A,3.85,A
USGS,5427850,11/22/2013,69.3,A,0.00635,A,14.9,A,0.0399,A,2.4,A
USGS,5427850,11/23/2013,76.8,A,0.00526,A,15.6,A,0.0386,A,2.15,A
USGS,5427850,11/24/2013,40.7,A,0.00435,A,8.37,A,0.0374,A,0.99,A
USGS,5427850,11/25/2013,76,A,0.0036,A,15,A,0.0362,A,1.49,A
USGS,5427850,11/26/2013,71.4,A,0.00307,A,13.3,A,0.035,A,1.17,A
USGS,5427850,11/27/2013,53.4,A,0.00307,A,9.55,A,0.0343,A,0.86,A
USGS,5427850,11/28/2013,62.6,A,0.00314,A,11.3,A,0.0337,A,1.05,A
USGS,5427850,11/29/2013,56.5,A,0.00321,A,9.99,A,0.033,A,0.97,A
USGS,5427850,11/30/2013,66.8,A,0.00329,A,11.8,A,0.0324,A,1.2,A
USGS,5427850,12/1/2013,72.2,A,0.00337,A,12.4,A,0.0318,A,1.32,A
USGS,5427850,12/2/2013,68.4,A,0.00345,A,11.5,A,0.0312,A,1.28,A
USGS,5427850,12/3/2013,73.1,A,0.00353,A,12.1,A,0.0306,A,1.4,A
USGS,5427850,12/4/2013,47.2,A,0.00361,A,7.87,A,0.03,A,0.94,A
USGS,5427850,12/5/2013,74,A:e,0.0037,A,11.7,A,0.0294,A,1.48,A
USGS,5427850,12/6/2013,62,A:e,0.00378,A,9.68,A,0.0289,A,1.27,A
USGS,5427850,12/7/2013,46,A:e,0.00387,A,7.05,A,0.0283,A,0.96,A
USGS,5427850,12/8/2013,48,A:e,0.00396,A,7.21,A,0.0278,A,1.03,A
USGS,5427850,12/9/2013,48,A:e,0.00406,A,7.07,A,0.0273,A,1.05,A
USGS,5427850,12/10/2013,44,A:e,0.00415,A,6.36,A,0.0268,A,0.99,A
USGS,5427850,12/11/2013,48,A:e,0.00425,A,6.8,A,0.0263,A,1.1,A
USGS,5427850,12/12/2013,48,A:e,0.00435,A,6.68,A,0.0258,A,1.13,A
USGS,5427850,12/13/2013,50,A:e,0.00445,A,6.82,A,0.0253,A,1.2,A
USGS,5427850,12/14/2013,54,A:e,0.00456,A,7.23,A,0.0248,A,1.33,A
USGS,5427850,12/15/2013,56,A:e,0.00467,A,7.36,A,0.0243,A,1.41,A
USGS,5427850,12/16/2013,54,A:e,0.00478,A,6.96,A,0.0239,A,1.39,A
USGS,5427850,12/17/2013,60,A:e,0.00489,A,7.58,A,0.0234,A,1.58,A
USGS,5427850,12/18/2013,58,A:e,0.00501,A,7.24,A,0.0231,A,1.57,A
USGS,5427850,12/19/2013,60,A:e,0.00518,A,7.62,A,0.0235,A,1.68,A
USGS,5427850,12/20/2013,58,A:e,0.00537,A,7.53,A,0.024,A,1.68,A
USGS,5427850,12/21/2013,58,A:e,0.00555,A,7.69,A,0.0246,A,1.74,A
USGS,5427850,12/22/2013,60,A:e,0.00575,A,8.13,A,0.0251,A,1.86,A
USGS,5427850,12/23/2013,60,A:e,0.00595,A,8.3,A,0.0256,A,1.93,A
USGS,5427850,12/24/2013,48,A:e,0.00616,A,6.79,A,0.0262,A,1.6,A
USGS,5427850,12/25/2013,52,A:e,0.00638,A,7.5,A,0.0267,A,1.79,A
USGS,5427850,12/26/2013,54,A:e,0.00661,A,7.96,A,0.0273,A,1.93,A
USGS,5427850,12/27/2013,54,A:e,0.00684,A,8.14,A,0.0279,A,2,A
USGS,5427850,12/28/2013,58,A:e,0.00708,A,8.92,A,0.0285,A,2.22,A
USGS,5427850,12/29/2013,58,A:e,0.00733,A,9.12,A,0.0291,A,2.3,A
USGS,5427850,12/30/2013,52,A:e,0.00759,A,8.36,A,0.0297,A,2.13,A
USGS,5427850,12/31/2013,54,A:e,0.00785,A,8.86,A,0.0304,A,2.29,A
USGS,5427850,1/1/2014,58,A:e,0.00813,A,9.72,A,0.031,A,2.55,A
USGS,5427850,1/2/2014,54,A:e,0.00842,A,9.25,A,0.0317,A,2.46,A
USGS,5427850,1/3/2014,54,A:e,0.00871,A,9.44,A,0.0324,A,2.54,A
USGS,5427850,1/4/2014,58,A:e,0.00902,A,10.4,A,0.0331,A,2.83,A
USGS,5427850,1/5/2014,55,A:e,0.00934,A,10,A,0.0338,A,2.78,A
USGS,5427850,1/6/2014,48,A:e,0.00967,A,8.96,A,0.0345,A,2.51,A
USGS,5427850,1/7/2014,54,A:e,0.01,A,10.3,A,0.0353,A,2.92,A
USGS,5427850,1/8/2014,60,A:e,0.0104,A,11.7,A,0.036,A,3.36,A
USGS,5427850,1/9/2014,68,A:e,0.0107,A,13.5,A,0.0368,A,3.94,A
USGS,5427850,1/10/2014,76,A:e,0.0111,A,15.4,A,0.0376,A,4.56,A
USGS,5427850,1/11/2014,85.4,A:e,0.0115,A,17.7,A,0.0384,A,5.3,A
USGS,5427850,1/12/2014,93.7,A:e,0.0119,A,19.8,A,0.0392,A,6.02,A
USGS,5427850,1/13/2014,97.4,A:e,0.0123,A,21.1,A,0.0401,A,6.48,A
USGS,5427850,1/14/2014,81.3,A:e,0.0128,A,18,A,0.0409,A,5.61,A
USGS,5427850,1/15/2014,73.9,A:e,0.0132,A,16.7,A,0.0418,A,5.28,A
USGS,5427850,1/16/2014,68.9,A:e,0.0137,A,15.9,A,0.0427,A,5.09,A
USGS,5427850,1/17/2014,64.7,A:e,0.0142,A,15.3,A,0.0436,A,4.95,A
USGS,5427850,1/18/2014,62.9,A:e,0.0146,A,15.1,A,0.0446,A,4.98,A
USGS,5427850,1/19/2014,61.5,A:e,0.0152,A,15.1,A,0.0455,A,5.04,A
USGS,5427850,1/20/2014,55.5,A:e,0.0157,A,14,A,0.0465,A,4.71,A
USGS,5427850,1/21/2014,62.4,A:e,0.0162,A,16,A,0.0475,A,5.48,A
USGS,5427850,1/22/2014,60.6,A:e,0.0168,A,15.9,A,0.0485,A,5.51,A
USGS,5427850,1/23/2014,59.7,A:e,0.0174,A,16,A,0.0496,A,5.61,A
USGS,5427850,1/24/2014,62.4,A:e,0.018,A,17.1,A,0.0507,A,6.08,A
USGS,5427850,1/25/2014,64.7,A:e,0.0187,A,18.1,A,0.0518,A,6.52,A
USGS,5427850,1/26/2014,68.4,A:e,0.0193,A,19.5,A,0.0529,A,7.14,A
USGS,5427850,1/27/2014,70.7,A:e,0.0198,A,20.5,A,0.0537,A,7.58,A
USGS,5427850,1/28/2014,71.6,A:e,0.0196,A,20.5,A,0.0529,A,7.57,A
USGS,5427850,1/29/2014,63,A:e,0.0191,A,17.7,A,0.0519,A,6.51,A
USGS,5427850,1/30/2014,65,A:e,0.0187,A,17.8,A,0.0508,A,6.57,A
USGS,5427850,1/31/2014,58.3,A:e,0.0183,A,15.7,A,0.0498,A,5.76,A
USGS,5427850,2/1/2014,58.8,A:e,0.0179,A,15.5,A,0.0488,A,5.68,A
USGS,5427850,2/2/2014,59.2,A:e,0.0175,A,15.3,A,0.0478,A,5.6,A
USGS,5427850,2/3/2014,55.5,A:e,0.0171,A,14.1,A,0.0469,A,5.13,A
USGS,5427850,2/4/2014,57.8,A:e,0.0167,A,14.4,A,0.046,A,5.23,A
USGS,5427850,2/5/2014,55.5,A:e,0.0164,A,13.5,A,0.045,A,4.91,A
USGS,5427850,2/6/2014,52.8,A:e,0.016,A,12.6,A,0.0442,A,4.56,A
USGS,5427850,2/7/2014,54.6,A:e,0.0157,A,12.8,A,0.0433,A,4.62,A
USGS,5427850,2/8/2014,52.8,A:e,0.0153,A,12.1,A,0.0424,A,4.37,A
USGS,5427850,2/9/2014,53.2,A:e,0.015,A,11.9,A,0.0416,A,4.31,A
USGS,5427850,2/10/2014,50.5,A:e,0.0146,A,11.1,A,0.0407,A,3.99,A
USGS,5427850,2/11/2014,53.7,A:e,0.0143,A,11.6,A,0.0399,A,4.15,A
USGS,5427850,2/12/2014,53.7,A:e,0.014,A,11.3,A,0.0391,A,4.06,A
USGS,5427850,2/13/2014,58.3,A:e,0.0137,A,12.1,A,0.0384,A,4.31,A
USGS,5427850,2/14/2014,55.1,A:e,0.0134,A,11.2,A,0.0376,A,3.99,A
USGS,5427850,2/15/2014,50,A:e,0.0131,A,9.95,A,0.0368,A,3.54,A
USGS,5427850,2/16/2014,53.2,A:e,0.0128,A,10.4,A,0.0361,A,3.68,A
USGS,5427850,2/17/2014,50,A:e,0.0125,A,9.56,A,0.0354,A,3.39,A
USGS,5427850,2/18/2014,46.8,A:e,0.0123,A,8.76,A,0.0347,A,3.1,A
USGS,5427850,2/19/2014,50,A:e,0.012,A,9.2,A,0.0341,A,3.25,A
USGS,5427850,2/20/2014,38,A:e,0.0119,A,7.02,A,0.0342,A,2.46,A
USGS,5427850,2/21/2014,44,A:e,0.0119,A,8.14,A,0.0343,A,2.82,A
USGS,5427850,2/22/2014,46,A:e,0.0118,A,8.56,A,0.0344,A,2.94,A
USGS,5427850,2/23/2014,44,A:e,0.0118,A,8.23,A,0.0346,A,2.8,A
USGS,5427850,2/24/2014,36,A:e,0.0117,A,6.77,A,0.0348,A,2.28,A
USGS,5427850,2/25/2014,28,A:e,0.0117,A,5.29,A,0.0349,A,1.77,A
USGS,5427850,2/26/2014,28,A:e,0.0116,A,5.3,A,0.0351,A,1.76,A
USGS,5427850,2/27/2014,24,A:e,0.0116,A,4.57,A,0.0352,A,1.5,A
USGS,5427850,2/28/2014,32,A:e,0.0115,A,6.11,A,0.0354,A,1.99,A
USGS,5427850,3/1/2014,20,A:e,0.0115,A,3.85,A,0.0355,A,1.24,A
USGS,5427850,3/2/2014,18,A:e,0.0114,A,3.47,A,0.0357,A,1.11,A
USGS,5427850,3/3/2014,22,A:e,0.0114,A,4.26,A,0.0358,A,1.35,A
USGS,5427850,3/4/2014,24,A:e,0.0113,A,4.67,A,0.036,A,1.47,A
USGS,5427850,3/5/2014,22,A:e,0.0112,A,4.3,A,0.0362,A,1.34,A
USGS,5427850,3/6/2014,20,A:e,0.0112,A,3.93,A,0.0363,A,1.21,A
USGS,5427850,3/7/2014,20,A:e,0.0112,A,3.94,A,0.0365,A,1.2,A
USGS,5427850,3/8/2014,16,A:e,0.0111,A,3.17,A,0.0366,A,0.96,A
USGS,5427850,3/9/2014,18,A:e,0.011,A,3.58,A,0.0368,A,1.07,A
USGS,5427850,3/10/2014,12,A:e,0.011,A,2.41,A,0.0371,A,0.71,A
USGS,5427850,3/11/2014,8.03,A,0.0107,A,1.7,A,0.0391,A,0.47,A
USGS,5427850,3/12/2014,25,A,0.0104,A,6.23,A,0.0416,A,1.58,A
USGS,5427850,3/13/2014,21,A,0.0102,A,5.7,A,0.0443,A,1.29,A
USGS,5427850,3/14/2014,59.7,A,0.0222,A,26.3,A,0.0749,A,8.07,A
USGS,5427850,3/15/2014,197,A,0.351,A,791,A,0.552,A,520,A
USGS,5427850,3/16/2014,363,A,0.65,A,1850,A,0.945,A,1270,A
USGS,5427850,3/17/2014,270,A,0.649,A,1330,A,0.909,A,945,A
USGS,5427850,3/18/2014,161,A,0.642,A,753,A,0.863,A,561,A
USGS,5427850,3/19/2014,159,A,0.585,A,666,A,0.778,A,501,A
USGS,5427850,3/20/2014,200,A,0.529,A,753,A,0.698,A,570,A
USGS,5427850,3/21/2014,165,A,0.477,A,560,A,0.626,A,427,A
USGS,5427850,3/22/2014,133,A,0.407,A,388,A,0.542,A,292,A
USGS,5427850,3/23/2014,99.2,A,0.294,A,227,A,0.422,A,158,A
USGS,5427850,3/24/2014,73.8,A,0.21,A,132,A,0.326,A,84.7,A
USGS,5427850,3/25/2014,81.7,A,0.15,A,113,A,0.252,A,67,A
USGS,5427850,3/26/2014,61.2,A,0.107,A,64.9,A,0.195,A,35.6,A
USGS,5427850,3/27/2014,75.9,A,0.0762,A,61.4,A,0.151,A,30.8,A
USGS,5427850,3/28/2014,109,A,0.055,A,68.7,A,0.118,A,31.9,A
USGS,5427850,3/29/2014,110,A,0.0626,A,79.9,A,0.138,A,36.2,A
USGS,5427850,3/30/2014,83.9,A,0.0877,A,90.9,A,0.194,A,41,A
USGS,5427850,3/31/2014,87.3,A,0.106,A,130,A,0.272,A,50.4,A
USGS,5427850,4/1/2014,84.7,A,0.0778,A,180,A,0.37,A,31.7,A
USGS,5427850,4/2/2014,105,A,0.0541,A,286,A,0.504,A,31.4,A
USGS,5427850,4/3/2014,71.7,A,0.0396,A,220,A,0.611,A,14.2,A
USGS,5427850,4/4/2014,55.5,A,0.0347,A,150,A,0.532,A,9.83,A
USGS,5427850,4/5/2014,76.1,A,0.0307,A,183,A,0.452,A,12.4,A
USGS,5427850,4/6/2014,63.9,A,0.0272,A,130,A,0.384,A,9.27,A
USGS,5427850,4/7/2014,74.9,A,0.0242,A,130,A,0.327,A,9.59,A
USGS,5427850,4/8/2014,69.5,A,0.0214,A,103,A,0.278,A,7.94,A
USGS,5427850,4/9/2014,47.4,A,0.019,A,60.7,A,0.236,A,4.87,A
USGS,5427850,4/10/2014,82.4,A,0.0168,A,84.5,A,0.201,A,7.07,A
USGS,5427850,4/11/2014,64,A,0.0149,A,58.4,A,0.171,A,5.11,A
USGS,5427850,4/12/2014,72.7,A,0.0122,A,62.6,A,0.144,A,5.28,A
USGS,5427850,4/13/2014,146,A,0.00382,A,87.9,A,0.114,A,2.45,A
USGS,5427850,4/14/2014,317,A,0.00383,A,201,A,0.115,A,7.21,A
USGS,5427850,4/15/2014,338,A,0.0394,A,300,A,0.165,A,67.9,A
USGS,5427850,4/16/2014,154,A,0.0771,A,150,A,0.182,A,63.4,A
USGS,5427850,4/17/2014,132,A,0.0858,A,157,A,0.22,A,60.7,A
USGS,5427850,4/18/2014,99.4,A,0.0668,A,116,A,0.212,A,36.7,A
USGS,5427850,4/19/2014,80.2,A,0.0501,A,84.7,A,0.199,A,21.3,A
USGS,5427850,4/20/2014,91.8,A,0.0376,A,92,A,0.187,A,18.4,A
USGS,5427850,4/21/2014,88.6,A,0.0282,A,81.1,A,0.176,A,12.9,A
USGS,5427850,4/22/2014,80.7,A,0.0212,A,73.4,A,0.165,A,9.49,A
USGS,5427850,4/23/2014,78.2,A,0.0159,A,64.3,A,0.155,A,6.56,A
USGS,5427850,4/24/2014,77.3,A,0.0119,A,65.6,A,0.146,A,5.44,A
USGS,5427850,4/25/2014,95.6,A,0.00895,A,71.1,A,0.137,A,4.62,A
USGS,5427850,4/26/2014,111,A,0.00656,A,77.6,A,0.133,A,3.9,A
USGS,5427850,4/27/2014,65.5,A,0.0044,A,73.5,A,0.146,A,2.25,A
USGS,5427850,4/28/2014,103,A,0.00299,A,78.6,A,0.142,A,1.66,A
USGS,5427850,4/29/2014,124,A,0.00227,A,49.9,A,0.0761,A,1.53,A
USGS,5427850,4/30/2014,132,A,0.00151,A,38.5,A,0.055,A,1.07,A
USGS,5427850,5/1/2014,113,A,0.00106,A,35.2,A,0.058,A,0.65,A
USGS,5427850,5/2/2014,97.4,A,0.00124,A,30.1,A,0.0583,A,0.64,A
USGS,5427850,5/3/2014,86.8,A,0.00147,A,26.5,A,0.0585,A,0.67,A
USGS,5427850,5/4/2014,86.4,A,0.00174,A,28,A,0.0588,A,0.82,A
USGS,5427850,5/5/2014,82.2,A,0.00206,A,27.3,A,0.059,A,0.94,A
USGS,5427850,5/6/2014,79.6,A,0.00244,A,24.8,A,0.0593,A,1.02,A
USGS,5427850,5/7/2014,61.7,A,0.00289,A,18.7,A,0.0595,A,0.91,A
USGS,5427850,5/8/2014,46.2,A,0.00343,A,14.2,A,0.0598,A,0.8,A
USGS,5427850,5/9/2014,70.9,A,0.0029,A,33.4,A,0.0729,A,0.81,A
USGS,5427850,5/10/2014,86.2,A,0.001,A,52.7,A,0.114,A,0.46,A
USGS,5427850,5/11/2014,77.9,A,0.001,A,47.5,A,0.117,A,0.41,A
USGS,5427850,5/12/2014,98.5,A,0.001,A,67.6,A,0.12,A,0.56,A
USGS,5427850,5/13/2014,158,A,0.001,A,101,A,0.12,A,0.84,A
USGS,5427850,5/14/2014,121,A,0.001,A,68.7,A,0.104,A,0.66,A
USGS,5427850,5/15/2014,93.1,A,0.001,A,52.9,A,0.103,A,0.51,A
USGS,5427850,5/16/2014,79.2,A,0.001,A,44.4,A,0.104,A,0.43,A
USGS,5427850,5/17/2014,67.8,A,0.001,A,39.2,A,0.104,A,0.38,A
USGS,5427850,5/18/2014,80.9,A,0.001,A,44.6,A,0.104,A,0.43,A
USGS,5427850,5/19/2014,67.8,A,0.001,A,42.9,A,0.104,A,0.41,A
USGS,5427850,5/20/2014,88.1,A,0.001,A,44.6,A,0.105,A,0.43,A
USGS,5427850,5/21/2014,66.8,A,0.001,A,37.3,A,0.105,A,0.36,A
